game_id,season,type,date_time,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id,venue_time_zone_offset,venue_time_zone_tz
2014020333,20142015,R,28-11-14,2014-11-28T18:00:00Z,3,4,3,0,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020246,20162017,R,18-11-16,2016-11-18T00:00:00Z,52,4,2,5,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020906,20152016,R,26-02-16,2016-02-26T00:00:00Z,30,4,2,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020070,20162017,R,22-10-16,2016-10-22T23:00:00Z,12,4,3,6,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020099,20162017,R,27-10-16,2016-10-27T23:00:00Z,53,4,5,4,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2017021257,20172018,R,07-04-18,2018-04-07T19:00:00Z,3,4,0,5,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020759,20162017,R,03-02-17,2017-02-03T00:00:00Z,8,4,1,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2017021218,20172018,R,01-04-18,2018-04-01T16:30:00Z,6,4,3,4,home win OT,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020797,20152016,R,10-02-16,2016-02-10T00:00:00Z,24,4,4,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020573,20162017,R,05-01-17,2017-01-05T01:00:00Z,3,4,5,2,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020976,20152016,R,06-03-16,2016-03-06T00:00:00Z,29,4,0,6,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020327,20162017,R,28-11-16,2016-11-28T00:30:00Z,20,4,3,5,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020810,20152016,R,12-02-16,2016-02-12T00:00:00Z,7,4,1,5,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020047,20152016,R,15-10-15,2015-10-15T00:00:00Z,16,4,0,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016020411,20162017,R,10-12-16,2016-12-10T18:00:00Z,25,4,2,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2015020269,20152016,R,18-11-15,2015-11-18T00:00:00Z,26,4,3,2,away win SO,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
2016021161,20162017,R,01-04-17,2017-04-01T23:00:00Z,1,4,0,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT
