DIST,DC_KEY,CODE,DATE_,TIME,RACE,SEX,LATINO,AGE,WOUND,INSIDE,OUTSIDE,FATAL,OFFICER_INVOLVED,OFFENDER_INJURED,OFFENDER_DECEASED,LOCATION,SHAPE,Police Districts
15,201515122161,0411,12/15/2015 12:00:00 AM,23:40 pm,B,F,0,24,leg,0,-1,0,N,N,N,4900 Block of Darrah St.,POINT (-75.080203 40.018486),11
15,201515124488,3006,12/23/2015 12:00:00 AM,13:48 pm,B,M,0,14,leg,-1,0,0,N,N,N,1100 Block of Sanger St.,POINT (-75.081968 40.028639),11
15,201515126310,0412,12/30/2015 12:00:00 AM,00:17 am,B,M,0,18,head,0,-1,0,N,N,N,5300 Block of Charles St.,POINT (-75.071096 40.020819),11
15,201515126316,0412,12/30/2015 12:00:00 AM,00:17 am,B,M,0,18,multi,0,-1,0,N,N,N,5300 Block of Charles St.,POINT (-75.071096 40.020819),11
15,201515126717,0300,12/31/2015 12:00:00 AM,10:07 am,W,F,0,75,head,0,-1,0,N,N,N,7100 Block of Montague St.,POINT (-75.041412 40.033716),11
16,201516003864,0411,01/27/2015 12:00:00 AM,13:47 pm,B,M,0,22,hand,0,-1,0,N,N,N,800 Block of Lex St.,POINT (-75.211882 39.966741),12
16,201516004420,0411,01/31/2015 12:00:00 AM,13:45 pm,B,M,0,22,foot,0,-1,0,N,N,N,4500 Block of Parrish St.,POINT (-75.213113 39.967788),12
16,201516008695,0111,02/28/2015 12:00:00 AM,23:07 pm,B,M,0,27,multi,0,-1,-1,N,N,N,3700 Block of Aspen St.,POINT (-75.196605 39.966938),12
16,201516014059,0411,04/05/2015 12:00:00 AM,00:26 am,B,M,0,46,head-m,0,-1,0,N,N,N,4900 Block of Hoopes St.,POINT (-75.219452 39.968233),12
16,201516011957,0111,03/22/2015 12:00:00 AM,02:45 pm,B,M,0,40,multi,-1,0,-1,N,N,N,600 Block of Preston St.,POINT (-75.203526 39.9641),12
16,201516015515,0411,04/13/2015 12:00:00 AM,19:59 pm,B,M,0,17,stomach,0,-1,0,N,N,N,300 Block of Busti St.,POINT (-75.209386 39.958821),12
16,201516016480,0111,04/19/2015 12:00:00 AM,00:52 am,B,M,0,23,multi,-1,0,-1,N,N,N,700 Block of N. Preston St.,POINT (-75.203822 39.965176),12
16,201516019196,0411,05/04/2015 12:00:00 AM,22:32 pm,B,M,0,24,multi,0,-1,0,N,N,N,600 Block of N. 35th St.,POINT (-75.193183 39.964868),12
16,201516019312,0411,05/05/2015 12:00:00 AM,17:00 pm,B,M,0,16,leg,0,-1,0,N,N,N,600 Block of N. Shedwick,POINT (-75.192664 39.965492),12
16,201516021195,0411,05/16/2015 12:00:00 AM,03:30 am,B,M,0,21,chest,0,-1,0,N,N,N,5100 Block of Arch St.,POINT (-75.222608 39.961292),12
16,201516022752,0111,05/25/2015 12:00:00 AM,01:23 am,B,M,0,24,multi,0,-1,-1,N,N,N,4000 Block of Aspen St.,POINT (-75.202864 39.966251),12
16,201516023150,0411,05/27/2015 12:00:00 AM,12:55 pm,B,M,0,22,multi,0,-1,0,N,N,N,4900 Block of Westminister Ave.,POINT (-75.219678 39.968665),12
16,201516021947,0111,05/20/2015 12:00:00 AM,23:50 pm,B,M,0,29,multi,0,-1,-1,N,N,N,4200 Block of Girard Ave.,POINT (-75.208923 39.973569),12
16,201516024262,0411,06/03/2015 12:00:00 AM,12:22 pm,B,M,0,39,multi,0,-1,0,N,N,N,4500 Block of Parrish St.,POINT (-75.213628 39.967749),12
18,201518022003,3012,04/11/2015 12:00:00 AM,11:42 am,B,M,0,16,head,-1,0,0,N,N,N,5800 Block of Cedar Ave.,POINT (-75.240489 39.952123),14
18,201518022824,0300,04/15/2015 12:00:00 AM,00:34 am,B,M,0,19,foot,0,-1,0,N,N,N,800 Block of S. 57th St.,POINT (-75.237644 39.947677),14
18,201518027227,0111,05/03/2015 12:00:00 AM,02:39 am,B,M,0,47,leg,0,-1,-1,N,N,N,5700 Block of Baltimore Ave.,POINT (-75.240049 39.945972),14
18,201518033895,0111,06/01/2015 12:00:00 AM,20:40 pm,B,M,0,22,chest,0,-1,-1,N,N,N,5700 Block of Hazel St.,POINT (-75.237197 39.952744),14
18,201518040924,0411,06/28/2015 12:00:00 AM,21:43 pm,B,M,0,25,arm,0,-1,0,N,N,N,200 Block of S. St. Bernard st.,POINT (-75.221108 39.954032),14
18,201518040540,0411,06/27/2015 12:00:00 AM,01:00 am,B,M,0,29,stomach,0,-1,0,N,N,N,5900 Block of Irving St.,POINT (-75.239809 39.957096),14
18,201518042313,0411,07/04/2015 12:00:00 AM,01:37 am,B,M,0,29,multi,0,-1,0,N,N,N,3500 Block of Sansom St.,POINT (-75.194188 39.9539),14
18,201518042320,0411,07/04/2015 12:00:00 AM,01:37 am,B,M,0,32,leg,0,-1,0,N,N,N,3500 Block of Sansom St.,POINT (-75.194188 39.9539),14
18,201518043120,0411,07/07/2015 12:00:00 AM,22:10 pm,B,M,0,22,multi,0,-1,0,N,N,N,100 Block of S. 49th St.,POINT (-75.219324 39.957724),14
18,201518043405,0411,07/04/2015 12:00:00 AM,19:22 pm,B,F,0,17,leg,0,-1,0,N,N,N,6100 Block of Hazel St.,POINT (-75.244633 39.953423),14
18,201518043648,0376,07/09/2015 12:00:00 AM,18:30 pm,B,M,0,31,leg,-1,0,0,N,N,N,6000 Block of Market St.,POINT (-75.242585 39.962151),14
18,201518045240,0411,07/15/2015 12:00:00 AM,23:43 pm,B,M,0,32,head,0,-1,0,N,N,N,5300 Block of S. 43rd St.,POINT (-75.205331 39.944125),14
18,201518046334,0411,07/20/2015 12:00:00 AM,05:35 am,B,M,0,33,head-m,0,-1,0,N,N,N,1300 Block of S. May St.,POINT (-75.210519 39.943696),14
18,201518047707,0300,07/25/2015 12:00:00 AM,00:30 am,B,M,0,20,leg,0,-1,0,N,N,N,5600 Block of Pemberton St.,POINT (-75.23605 39.951085),14
18,201518046435,0411,07/20/2015 12:00:00 AM,16:55 pm,B,M,0,19,leg,0,-1,0,N,N,N,0 Block of S. 55th St.,POINT (-75.230862 39.960707),14
18,201518049637,0411,08/01/2015 12:00:00 AM,03:57 am,B,M,0,19,leg,0,-1,0,N,N,N,5300 Block of Cedar Ave.,POINT (-75.228911 39.95068),14
18,201518051432,0411,08/08/2015 12:00:00 AM,04:08 am,B,M,0,30,multi,-1,0,0,N,N,N,6100 Block of Market St.,POINT (-75.243302 39.962239),14
18,201518051655,0411,08/08/2015 12:00:00 AM,22:38 pm,B,M,0,19,multi,0,-1,0,N,N,N,200 Block of Edgewood St.,POINT (-75.242155 39.958982),14
18,201518052520,0411,08/12/2015 12:00:00 AM,16:50 pm,B,M,0,23,back,0,-1,0,N,N,N,5100 Block of Catherine St.,POINT (-75.226715 39.948954),14
18,201518052621,0411,08/12/2015 12:00:00 AM,22:20 pm,B,M,0,24,foot,0,-1,0,N,N,N,5300 Block of Chancellor St.,POINT (-75.228114 39.956643),14
18,201518052625,0411,08/12/2015 12:00:00 AM,22:22 pm,B,M,0,26,foot,0,-1,0,N,N,N,5300 Block of Chancellor St.,POINT (-75.228114 39.956643),14
18,201518055055,0111,08/22/2015 12:00:00 AM,00:57 am,B,M,0,21,multi,0,-1,-1,N,N,N,5400 Block of Norfolk St.,POINT (-75.232895 39.948716),14
19,201519096289,0112,09/21/2015 12:00:00 AM,06:35 pm,B,M,0,31,multi,0,-1,-1,N,N,N,5100 Block of Kershaw St.,POINT (-75.225912 39.973642),15
19,201519096346,0411,09/21/2015 12:00:00 AM,08:56 pm,B,M,0,20,multi,0,-1,0,N,N,N,6600 Block of Haverford Ave.,POINT (-75.251582 39.972113),15
19,201519097828,0411,09/26/2015 12:00:00 AM,21:05 pm,B,M,0,24,leg,0,-1,0,N,N,N,100 Block of N. Peach St.,POINT (-75.227207 39.961954),15
19,201519097081,0111,09/23/2015 12:00:00 AM,07:35 pm,B,M,0,41,chest,0,-1,-1,N,N,N,7600 Block of Sherwood St.,POINT (-75.270005 39.976408),15
19,201519098170,0411,09/27/2015 12:00:00 AM,11:43 am,B,M,0,25,multi,0,-1,0,N,N,N,100 Block of N. Ruby St.,POINT (-75.227578 39.962293),15
19,201519099996,0411,10/03/2015 12:00:00 AM,00:50 am,B,M,0,24,multi,0,-1,0,N,N,N,6300 Block of Vine St.,POINT (-75.246889 39.967421),15
19,201519099997,0411,10/03/2015 12:00:00 AM,00:50 am,B,M,0,19,back,0,-1,0,N,N,N,6300 Block of Vine St.,POINT (-75.246889 39.967421),15
19,201519102519,0411,10/09/2015 12:00:00 AM,17:42 pm,B,M,0,42,chest,0,-1,0,N,N,N,0 Block of N. Salford St.,POINT (-75.23988 39.962863),15
19,201519106501,0411,10/19/2015 12:00:00 AM,18:40 pm,B,M,0,29,arm,0,-1,0,N,N,N,5400 Block of Berks St.,POINT (-75.231938 39.985821),15
19,201519108515,0411,10/24/2015 12:00:00 AM,21:40 pm,B,M,0,20,head,0,-1,0,N,N,N,4900 Block of W. Girard Ave.,POINT (-75.221019 39.972517),15
19,201519111978,0111,11/03/2015 12:00:00 AM,02:19 pm,B,M,0,29,multi,0,-1,-1,N,N,N,400 Block of N. 55th St.,POINT (-75.230002 39.967643),15
19,201519112418,0407,11/04/2015 12:00:00 AM,22:10 pm,B,M,0,30,shoulder,-1,0,0,N,N,N,5500 Block of Master St.,POINT (-75.232602 39.973521),15
19,201519113747,0411,11/08/2015 12:00:00 AM,13:53 pm,B,M,0,18,buttocks,0,-1,0,N,N,N,5400 Block of Pennsgrove St.,POINT (-75.229065 39.968378),15
19,201519117262,0411,11/18/2015 12:00:00 AM,02:03 am,B,M,0,19,legs,0,-1,0,N,N,N,5900 Block of Market St.,POINT (-75.240193 39.961942),15
19,201519119112,0300,11/23/2015 12:00:00 AM,14:05 pm,B,M,0,26,groin,0,-1,0,N,N,N,0 Block of N. Salford St.,POINT (-75.239991 39.962211),15
19,201519125985,3006,12/14/2015 12:00:00 AM,14:14 pm,W,M,0,51,hand,0,-1,0,N,N,N,5000 Block of Lancaster Ave.,POINT (-75.222782 39.975314),15
19,201519119492,0411,11/24/2015 12:00:00 AM,14:29 pm,B,M,0,20,head,0,-1,0,N,N,N,5300 Block of Berks St.,POINT (-75.230648 39.986185),15
19,201519129700,0411,12/26/2015 12:00:00 AM,22:58 pm,B,M,0,15,multi,0,-1,0,N,N,N,6700 Block of Leeds St.,POINT (-75.253844 39.975081),15
19,201519128323,0111,12/21/2015 12:00:00 AM,19:24 pm,B,M,0,22,head,0,-1,-1,N,N,N,300 Block of N. Horton St.,POINT (-75.242974 39.967736),15
19,201519129701,0411,12/26/2015 12:00:00 AM,23:41 pm,B,M,0,24,arm,0,-1,0,N,N,N,6700 Block of Lebanon Ave.,POINT (-75.255027 39.975545),15
19,201519130779,0111,12/30/2015 12:00:00 AM,14:03 pm,B,M,0,57,chest,0,-1,-1,N,N,N,1200 Block of N. Redfield St.,POINT (-75.238245 39.970109),15
19,201519130922,0111,12/30/2015 12:00:00 AM,19:47 pm,B,M,0,23,head,0,-1,-1,N,N,N,0 Block of N. Redfield St.,POINT (-75.239131 39.963119),15
19,201519131354,0411,12/31/2015 12:00:00 AM,23:01 pm,B,M,0,31,multi,0,-1,0,N,N,N,5500 Block of Arch St.,POINT (-75.230581 39.96228),15
22,201522003014,0111,01/11/2015 12:00:00 AM,14:40 pm,B,M,0,21,head,0,-1,-1,N,N,N,2900 Block of Master St.,POINT (-75.183517 39.977632),16
22,201522003474,0111,01/13/2015 12:00:00 AM,09:24 am,B,F,0,56,head-m,0,-1,-1,N,N,N,1500 Block of N. 12th st,POINT (-75.154811 39.975419),16
22,201522004726,0411,01/17/2015 12:00:00 AM,03:30 am,B,M,0,26,leg,0,-1,0,N,N,N,2200 Block of W. Dauphin St.,POINT (-75.168923 39.98952),16
18,201518000620,0111,01/03/2015 12:00:00 AM,19:10 pm,W,M,-1,24,head,0,-1,-1,N,N,N,5400 Block of Delancey St.,POINT (-75.230548 39.954561),14
18,201518000529,3006,01/03/2015 12:00:00 AM,05:15 am,B,M,0,22,hand,0,-1,0,N,N,N,5800 Block of Walton St.,POINT (-75.239078 39.950916),14
18,201518003150,0111,01/16/2015 12:00:00 AM,00:05 am,B,M,0,42,head-m,0,-1,-1,N,N,N,5500 Block of Ludlow St.,POINT (-75.231032 39.959922),14
18,201518009921,0411,02/15/2015 12:00:00 AM,02:25 am,B,M,0,26,head,-1,0,0,N,N,N,6100 Block of Market St.,POINT (-75.244382 39.962376),14
18,201518014258,0411,03/08/2015 12:00:00 AM,10:57 am,B,F,0,46,multi,-1,0,0,N,N,N,4500 Block of Spruce St.,POINT (-75.21378 39.953043),14
18,201518016092,0111,03/16/2015 12:00:00 AM,21:53 pm,B,M,0,18,head,0,-1,-1,N,N,N,6000 Block of Irving St.,POINT (-75.242772 39.957385),14
18,201518016829,0111,03/20/2015 12:00:00 AM,07:00 am,B,F,0,29,head,-1,0,-1,N,N,N,5100 Block of Spruce St.,POINT (-75.22408 39.954401),14
18,201518016860,0411,03/20/2015 12:00:00 AM,12:43 pm,B,M,0,31,chest,-1,0,0,N,N,N,900 Block of S. 59TH St.,POINT (-75.241795 39.947045),14
18,201518017274,0411,03/22/2015 12:00:00 AM,11:52 pm,B,M,0,22,multi,0,-1,0,N,N,N,0 Block of S. 53rd St.,POINT (-75.227027 39.959145),14
22,201522011354,0411,02/08/2015 12:00:00 AM,12:07 pm,B,M,0,21,chest,0,-1,0,N,N,N,0 Block of W. Master St.,POINT (-75.134665 39.971696),19
22,201522011472,0118,02/08/2015 12:00:00 AM,20:05 pm,B,M,0,20,stomach,0,-1,-1,N,N,N,2600 Block of N. 23rd St.,POINT (-75.169574 39.994272),16
22,201522015568,0411,02/21/2015 12:00:00 AM,15:30 pm,B,M,0,18,leg,0,-1,0,N,N,N,2400 Block of N. 20th St.,POINT (-75.164942 39.991533),16
22,201522015577,0411,02/21/2015 12:00:00 AM,15:30 pm,B,M,0,21,leg,0,-1,0,N,N,N,2400 Block of N. 20th St.,POINT (-75.164942 39.991533),16
22,201522016200,0111,02/23/2015 12:00:00 AM,19:56 pm,B,M,0,34,back,0,-1,-1,N,N,N,2600 Block of W. Hagert St.,POINT (-75.176039 39.992747),16
22,201522016403,0411,02/24/2015 12:00:00 AM,03:09 pm,B,M,0,27,knee,0,-1,0,N,N,N,2400 Block of N 28th St.,POINT (-75.177786 39.993295),16
22,201522017258,0390,02/27/2015 12:00:00 AM,05:30 am,B,M,0,23,leg,-1,0,0,N,N,N,1900 Block of N. 31st St.,POINT (-75.184364 39.98595),16
22,201522018485,0111,03/03/2015 12:00:00 AM,00:34 am,B,M,0,36,head,0,-1,-1,N,N,N,2500 Block of W. Arizona St.,POINT (-75.173497 39.991256),16
22,201522022276,0411,03/15/2015 12:00:00 AM,16:50 pm,B,M,0,26,back,0,-1,0,N,N,N,2500 Block of Ingersoll St.,POINT (-75.176832 39.976448),16
22,201522022520,0411,03/16/2015 12:00:00 AM,12:57 pm,B,M,0,28,leg,0,-1,0,N,N,N,2500 Block of Ingersoll St.,POINT (-75.176724 39.976349),16
22,201522022543,0411,03/16/2015 12:00:00 AM,12:57 pm,B,M,0,28,multi,0,-1,0,N,N,N,2500 Block of Ingersoll St.,POINT (-75.176724 39.976349),16
22,201522019908,0411,03/07/2015 12:00:00 AM,23:00 pm,B,M,0,19,leg,0,-1,0,N,N,N,2100 Block of Berks St.,POINT (-75.168673 39.983154),16
22,201522022544,0411,03/16/2015 12:00:00 AM,12:57 pm,B,M,0,40,multi,0,-1,0,N,N,N,2500 Block of Ingersoll St.,POINT (-75.176724 39.976349),16
22,201522020234,0411,03/09/2015 12:00:00 AM,17:02 pm,B,M,0,29,foot,0,-1,0,N,N,N,2400 Block of Clifford St.,POINT (-75.174029 39.981328),16
22,201522026394,0411,03/28/2015 12:00:00 AM,00:00 am,B,M,0,40,leg,0,-1,0,N,N,N,1400 Block of Cecil B. Moore Ave.,POINT (-75.159079 39.978805),16
22,201522028172,0411,04/02/2015 12:00:00 AM,16:30 pm,B,M,0,13,leg,0,-1,0,N,N,N,2500 Block of W. Jefferson St.,POINT (-75.176335 39.978102),16
22,201522028354,0411,04/03/2015 12:00:00 AM,01:24 am,B,M,0,23,arm,0,-1,0,N,N,N,2300 Block of N. Park Ave.,POINT (-75.154461 39.988443),16
22,201522028173,0411,04/02/2015 12:00:00 AM,16:30 pm,B,M,0,19,multi,0,-1,0,N,N,N,2500 Block of W. Jefferson St.,POINT (-75.176335 39.978102),16
22,201522028355,0411,04/03/2015 12:00:00 AM,01:24 am,W,M,0,18,multi,0,-1,0,N,N,N,2300 Block of N. Park Ave.,POINT (-75.154461 39.988443),16
22,201522029887,0411,04/07/2015 12:00:00 AM,10:45 am,B,M,0,33,groin,0,-1,0,N,N,N,2200 Block of N. 12th St.,POINT (-75.152305 39.986891),16
22,201522031686,0411,04/12/2015 12:00:00 AM,03:25 am,B,M,0,49,back,0,-1,0,N,N,N,1800 Block of N. Judson St.,POINT (-75.172653 39.982831),16
22,201522031957,0411,04/12/2015 12:00:00 AM,22:58 pm,B,M,0,28,leg,0,-1,0,N,N,N,2100 Block of N. 22nd St. #G,POINT (-75.169449 39.987275),16
22,201522032414,0411,04/14/2015 12:00:00 AM,00:31 am,B,M,0,26,leg,0,-1,0,N,N,N,2200 Block of W. Susquehanna Ave.,POINT (-75.169214 39.988318),16
25,201525034270,0411,05/02/2015 12:00:00 AM,17:54 pm,B,M,0,45,buttocks,0,-1,0,N,N,N,3000 Block of N. Warnock St.,POINT (-75.147635 39.997887),18
25,201525034271,0411,05/02/2015 12:00:00 AM,17:54 pm,B,M,0,34,multi,0,-1,0,N,N,N,3000 Block of N. Warnock St.,POINT (-75.147635 39.997887),18
25,201525034965,0411,05/04/2015 12:00:00 AM,23:43 pm,B,M,0,26,leg,0,-1,0,N,N,N,3900 Block of N. 9th St.,POINT (-75.141897 40.011975),18
25,201525035214,0411,05/05/2015 12:00:00 AM,21:45 pm,W,M,-1,18,leg,0,-1,0,N,N,N,100 Block of W. Gurney St.,POINT (-75.130222 39.994374),18
24,201524011918,0411,02/09/2015 12:00:00 AM,01:01 am,W,M,0,23,multi,0,-1,0,N,N,N,3400 Block of Jasper St.,POINT (-75.107498 39.997704),17
24,201524019502,0350,03/08/2015 12:00:00 AM,01:00 am,W,M,-1,42,multi,-1,0,0,N,N,N,800 Block of E.Tioga St.,POINT (-75.113896 40.00135),17
24,201524023916,0411,03/22/2015 12:00:00 AM,02:18 am,B,M,0,12,leg,-1,0,0,N,N,N,3500 Block of Janney St.,POINT (-75.099046 39.995176),17
24,201524025206,0111,03/26/2015 12:00:00 AM,11:00 am,W,M,-1,17,multi/head,0,-1,-1,N,N,N,2000 Block of E. Cambria St.,POINT (-75.116727 39.988706),17
24,201524027523,0411,04/01/2015 12:00:00 AM,18:15 pm,W,M,-1,18,leg,0,-1,0,N,N,N,2900 Block of Ruth St.,POINT (-75.119958 39.99233),17
24,201524027659,0411,04/02/2015 12:00:00 AM,09:10 am,B,M,0,20,leg,0,-1,0,N,N,N,3400 Block of Jasper St.,POINT (-75.106788 39.99808),17
24,201524035733,0411,04/24/2015 12:00:00 AM,22:00 pm,B,M,-1,31,leg,0,-1,0,N,N,N,3100 Block of Jasper St.,POINT (-75.114672 39.993948),17
24,201524035544,0411,04/24/2015 12:00:00 AM,18:12 pm,B,M,0,24,head-m,0,-1,0,N,N,N,1800 Block of Cambria St.,POINT (-75.120082 39.9925),17
24,201524035808,3006,04/25/2015 12:00:00 AM,02:05 am,B,M,0,23,hand,-1,0,0,N,N,N,4200 Block of Castor Ave.,POINT (-75.097926 40.010813),17
24,201524039177,0111,05/03/2015 12:00:00 AM,22:40 pm,W,M,-1,36,head-m,0,-1,-1,N,N,N,3500 Block of Stouton St.,POINT (-75.103872 40.000137),17
24,201524037147,0411,04/28/2015 12:00:00 AM,03:00 pm,W,M,-1,21,foot,0,-1,0,N,N,N,100 Block of E. Wishart St.,POINT (-75.129331 39.997971),17
24,201524040747,0411,05/07/2015 12:00:00 AM,23:00 pm,B,M,-1,24,arm,0,-1,0,N,N,N,3400 Block of I St.,POINT (-75.110723 39.999336),17
24,201524039743,0411,05/05/2015 12:00:00 AM,17:18 pm,W,M,-1,18,leg,0,-1,0,N,N,N,1800 Block of W. Glenwood St.,POINT (-75.161112 39.994075),16
24,201524041723,0111,05/10/2015 12:00:00 AM,04:13 am,B,M,0,33,head,0,-1,-1,N,N,N,1200 Block of E. Atlantic St.,POINT (-75.106197 40.001748),17
24,201524040103,0411,05/06/2015 12:00:00 AM,16:30 pm,B,M,0,22,multi,0,-1,0,N,N,N,3900 Block of Bennington St.,POINT (-75.105589 40.007336),17
24,201524040111,0411,05/06/2015 12:00:00 AM,16:38 pm,B,M,0,21,multi,0,-1,0,N,N,N,2800 Block of Boudinot St.,POINT (-75.123582 39.991591),17
24,201524044369,0411,05/17/2015 12:00:00 AM,11:18 am,W,M,0,29,leg,0,-1,0,N,N,N,3000 Block of Kensington Ave.,POINT (-75.116385 39.994897),17
24,201524044890,3006,05/18/2015 12:00:00 AM,18:20 pm,B,M,0,21,leg,-1,0,0,N,N,N,2100 Block of E. Ann St.,POINT (-75.113615 39.989072),17
24,201524044916,0411,05/19/2015 12:00:00 AM,00:15 am,B,M,0,38,shoulder,0,-1,0,N,N,N,2900 Block of Kip St.,POINT (-75.126834 39.994224),17
24,201524045235,0000,05/19/2015 12:00:00 AM,08:25 pm,B,M,0,21,head,0,-1,0,N,N,N,2900 Block of Frankford Ave.,POINT (-75.115367 39.990623),17
24,201524045235,0111,05/19/2015 12:00:00 AM,08:25 pm,W,M,-1,22,torso,0,-1,-1,N,N,N,2900 Block of Frankford Ave.,POINT (-75.115367 39.990623),17
24,201524047532,0411,05/25/2015 12:00:00 AM,20:12 pm,B,M,0,35,back,0,-1,0,N,N,N,1900 Block of E. Monmouth St.,POINT (-75.118026 39.991252),17
24,201524049142,0411,05/29/2015 12:00:00 AM,23:30 pm,W,F,-1,13,abdomen,0,-1,0,N,N,N,3500 Block of Stouton  St.,POINT (-75.104391 39.999863),17
24,201524048191,0411,05/27/2015 12:00:00 AM,18:38 pm,B,M,0,29,multi,0,-1,0,N,N,N,500 Block of E. Cambria St.,POINT (-75.122218 39.992887),17
24,201524050922,0411,06/23/2015 12:00:00 AM,08:06 pm,B,M,0,43,head-md,0,-1,0,N,N,N,400 Block of W. Indiana Ave.,POINT (-75.138294 39.996507),18
24,201524051359,0411,06/04/2015 12:00:00 AM,18:47 pm,B,M,0,21,arm,0,-1,0,N,N,N,3200 Block of Emerald St.,POINT (-75.110273 39.99484),17
24,201524052311,0411,06/07/2015 12:00:00 AM,00:42 am,W,M,0,31,side,-1,0,0,N,N,N,3000 Block of Gransback St.,POINT (-75.121092 39.995758),17
24,201524051596,0411,05/20/2015 12:00:00 AM,05:00 am,W,M,-1,48,multi,0,-1,0,N,N,N,3000 Block of Water St.,POINT (-75.12899 39.995388),17
24,201524052908,0411,06/08/2015 12:00:00 AM,20:15 pm,W,M,0,75,head,0,-1,0,N,N,N,400 Block of E. Indiana St.,POINT (-75.122484 39.99454),17
24,201524053331,0411,06/10/2015 12:00:00 AM,04:12 am,B,M,-1,53,leg,0,-1,0,N,N,N,3100 Block of N. Front St.,POINT (-75.129486 39.997261),17
24,201524054551,0111,06/13/2015 12:00:00 AM,13:56 pm,B,M,0,43,head,-1,0,-1,N,N,N,3500 Block of Emerald St.,POINT (-75.103775 39.998144),17
24,201524055535,0411,06/16/2015 12:00:00 AM,01:03 pm,W,M,-1,34,foot,0,-1,0,N,N,N,3000 Block of Hartville St.,POINT (-75.120229 39.995653),17
24,201524054841,0111,06/14/2015 12:00:00 AM,03:50 am,W,M,-1,22,head-m,0,-1,-1,N,N,N,1800 Block of E. Thayer St.,POINT (-75.109304 39.998681),17
24,201524057603,0411,06/21/2015 12:00:00 AM,18:33 pm,B,M,0,25,back,0,-1,0,N,N,N,3300 Block of H St.,POINT (-75.112777 39.999064),17
24,201524056910,0300,06/19/2015 12:00:00 AM,20:40 pm,B,M,0,16,leg,0,-1,0,N,N,N,4000 Block of O St.,POINT (-75.096853 40.006958),17
24,201524058348,0111,06/23/2015 12:00:00 AM,11:08 pm,W,M,-1,20,multi,0,-1,-1,N,N,N,100 Block of E. Wishart St.,POINT (-75.127649 39.997759),17
24,201524059119,0300,06/25/2015 12:00:00 AM,23:10 pm,B,M,0,31,hip,0,-1,0,N,N,N,300 Block of E. Clearfield St.,POINT (-75.125727 39.996416),17
24,201524059417,0411,06/26/2015 12:00:00 AM,20:18 pm,W,M,-1,25,stomach,0,-1,0,N,N,N,2200 Block of E. Monmouth St.,POINT (-75.114599 39.986949),17
24,201524060286,0411,06/28/2015 12:00:00 AM,23:20 pm,B,M,0,28,multi,0,-1,0,N,N,N,3000 Block of Frankford Ave.,POINT (-75.112792 39.991702),17
24,201524061446,0411,07/02/2015 12:00:00 AM,04:36 am,B,M,0,16,foot,0,-1,0,N,N,N,2000 Block of E. Tioga St.,POINT (-75.104375 39.99786),17
24,201524062631,0111,07/05/2015 12:00:00 AM,01:10 am,B,M,0,44,multi,0,-1,-1,N,N,N,2000 Block of E. Stella St.,POINT (-75.115703 39.991543),17
24,201524063915,0411,07/08/2015 12:00:00 AM,21:34 pm,W,F,0,25,arm,-1,0,0,N,N,N,2000 Block of E. Birch St.,POINT (-75.1169 39.990457),17
24,201524064952,0411,07/11/2015 12:00:00 AM,19:59 pm,A,M,0,22,multi,0,-1,0,N,N,N,1800 Block of Hart Lane,POINT (-75.121589 39.991967),17
24,201524065489,0411,07/13/2015 12:00:00 AM,15:22 pm,W,M,-1,29,arm,0,-1,0,N,N,N,400 Block of E. Cambria St.,POINT (-75.123447 39.993137),17
24,201524066004,0411,07/14/2015 12:00:00 AM,11:30 pm,W,M,-1,31,stomach,-1,0,0,N,N,N,2100 Block of E. Ann St.,POINT (-75.114188 39.989758),17
24,201524066668,0411,07/16/2015 12:00:00 AM,23:13 pm,B,M,0,27,multi,0,-1,0,N,N,N,3400 Block of Jasper St.,POINT (-75.107498 39.997704),17
24,201524067745,0411,07/20/2015 12:00:00 AM,00:45 am,B,M,0,24,multi,0,-1,0,N,N,N,1800 Block of Cornwall St.,POINT (-75.110058 39.99764),17
24,201524068400,0300,07/21/2015 12:00:00 AM,09:55 pm,W,M,-1,29,chest,0,-1,0,N,N,N,3100 Block of Emerald St.,POINT (-75.112768 39.993535),17
24,201524067749,0411,07/20/2015 12:00:00 AM,00:45 am,B,M,0,22,multi,0,-1,0,N,N,N,1800 Block of Cornwall St.,POINT (-75.110058 39.99764),17
24,201524069184,0411,07/24/2015 12:00:00 AM,01:50 am,B,M,0,23,shoulder,0,-1,0,N,N,N,3200 Block of Emerald St.,POINT (-75.110319 39.994715),17
24,201524070235,0111,07/26/2015 12:00:00 AM,20:34 pm,W,M,-1,40,chest,-1,0,-1,N,N,N,2000 Block of E. Cambria St.,POINT (-75.117058 39.989076),17
24,201524070835,0111,07/28/2015 12:00:00 AM,05:16 pm,B,M,0,30,head-m,0,-1,-1,N,N,N,2800 Block of Ormes St.,POINT (-75.125786 39.99299),17
24,201524071662,0111,07/30/2015 12:00:00 AM,23:00 pm,W,F,0,22,head,-1,0,-1,N,N,N,3000 Block of Aramingo Ave.,POINT (-75.109913 39.986708),17
24,201524071969,0411,07/31/2015 12:00:00 AM,19:58 pm,B,F,0,28,head,0,-1,0,N,N,N,1500 Block of E. Erie Ave.,POINT (-75.097634 40.005771),17
24,201524072160,0111,08/01/2015 12:00:00 AM,05:18 am,W,F,-1,32,multi,0,-1,-1,N,N,N,2800 Block of Frankford Ave.,POINT (-75.119887 39.988885),17
