DIST,DC_KEY,CODE,DATE_,TIME,RACE,SEX,LATINO,AGE,WOUND,INSIDE,OUTSIDE,FATAL,OFFICER_INVOLVED,OFFENDER_INJURED,OFFENDER_DECEASED,LOCATION,SHAPE,Police Districts
03,201503049176,0411,08/08/2015 12:00:00 AM,21:40 pm,B,M,0,18,leg,0,-1,0,N,N,N,1100 Block of S. 4th St.,POINT (-75.150869 39.934275),3
03,201503055371,0111,09/04/2015 12:00:00 AM,20:13 pm,B,M,0,25,multi,0,-1,-1,N,N,N,300 Block of South St.,POINT (-75.148586 39.941513),3
03,201503055842,0411,09/06/2015 12:00:00 AM,23:33 pm,B,M,0,17,leg,0,-1,0,N,N,N,900 Block of S. 5th St.,POINT (-75.151997 39.936065),3
03,201503063130,0411,10/11/2015 12:00:00 AM,23:36 pm,B,F,0,17,feet,0,-1,0,N,N,N,1400 Block of S 4th St.,POINT (-75.151604 39.930496),3
03,201503063756,0000,10/14/2015 12:00:00 AM,21:25 pm,A,M,0,25,arm,0,-1,0,N,N,N,600 Block of Ritner St.,POINT (-75.15746 39.918931),3
03,201503063756,0000,10/14/2015 12:00:00 AM,21:25 pm,A,M,0,35,leg,0,-1,0,N,N,N,600 Block of Ritner St.,POINT (-75.15746 39.918931),3
03,201503063546,0411,10/13/2015 12:00:00 AM,09:31 pm,B,M,0,15,multi,0,-1,0,N,N,N,500 Block of Carpenter St.,POINT (-75.152098 39.935938),3
03,201503063756,0111,10/14/2015 12:00:00 AM,21:25 pm,B,M,0,19,head-m,0,-1,-1,N,N,N,600 Block of Ritner St.,POINT (-75.15746 39.918931),3
03,201503069342,0411,11/08/2015 12:00:00 AM,12:50 pm,A,M,0,36,arm,0,-1,0,N,N,N,1700 Block of S. 5th St.,POINT (-75.154041 39.92734),3
03,201503074927,0411,12/06/2015 12:00:00 AM,22:40 pm,W,M,0,41,stomach,0,-1,0,N,N,N,1300 Block of Porter St.,POINT (-75.169725 39.919315),3
03,201503076364,0411,12/13/2015 12:00:00 AM,21:47 pm,B,M,0,21,arm,0,-1,0,N,N,N,400 Block of Christian St.,POINT (-75.150295 39.936903),3
03,201503076369,0411,12/13/2015 12:00:00 AM,21:47 pm,B,M,-1,22,chest,0,-1,0,N,N,N,400 Block of Christian St.,POINT (-75.150295 39.936903),3
05,201505020785,3012,11/26/2015 12:00:00 AM,16:47 pm,W,M,0,24,head,-1,0,0,N,N,N,8200 Block of Henry Ave.#T1,POINT (-75.235591 40.060392),4
06,201506009716,3006,03/04/2015 12:00:00 AM,07:17 am,W,M,0,58,hand,-1,0,0,N,N,N,800 Block of N. 8th St.,POINT (-75.150543 39.967612),5
05,201505013776,0411,08/09/2015 12:00:00 AM,22:34 pm,B,M,0,15,leg,0,-1,0,N,N,N,5800 Block of Ridge Ave.,POINT (-75.210315 40.028492),4
06,201506021895,0411,05/16/2015 12:00:00 AM,01:11 am,B,M,0,28,foot,0,-1,0,N,N,N,700 Block of Green St.,POINT (-75.151291 39.96246),5
06,201506020024,0411,05/05/2015 12:00:00 AM,19:05 pm,B,M,0,20,foot,0,0,0,N,N,N,1200 Block of W. Ogden St.,POINT (-75.156618 39.968755),5
06,201506022080,0411,05/17/2015 12:00:00 AM,03:05 am,B,M,0,26,leg,0,-1,0,N,N,N,500 Block of Spring Garden St.,POINT (-75.146658 39.961079),5
06,201506024429,0411,05/31/2015 12:00:00 AM,01:33 am,B,M,0,28,multi,0,-1,0,N,N,N,600 Block of N. 8th St.,POINT (-75.151663 39.962986),5
02,201502044552,0411,07/10/2015 12:00:00 AM,21:50 pm,B,M,0,44,multi,0,-1,0,N,N,N,500 Block of W. Hill Creek Dr.,POINT (-75.111359 40.037302),2
02,201502048138,0388,07/25/2015 12:00:00 AM,23:45 pm,B,M,0,29,hip,0,-1,0,N,N,N,900 Block of Sanger St.,POINT (-75.088135 40.032092),2
02,201502051424,0411,08/08/2015 12:00:00 AM,23:45 pm,W,M,0,26,back,0,-1,0,N,N,N,6300 Block of Summerdale Ave.,POINT (-75.083594 40.041061),2
02,201502051814,0411,08/10/2015 12:00:00 AM,23:32 pm,B,M,0,28,back,0,-1,0,N,N,N,5400 Block of Howland St.,POINT (-75.103733 40.034075),2
02,201502048013,0111,07/25/2015 12:00:00 AM,12:56 pm,B,M,0,26,multi,0,-1,-1,N,N,N,500 Block of Hill Creek Dr.,POINT (-75.111195 40.037202),2
02,201502055087,3012,08/24/2015 12:00:00 AM,21:25 pm,W,M,0,55,head,-1,0,0,N,N,N,1400 Block of Bleigh Ave.,POINT (-75.074649 40.058756),2
02,201502060958,0411,09/19/2015 12:00:00 AM,02:17 am,B,M,0,27,foot,0,-1,0,N,N,N,6400 Block of Castor Ave.,POINT (-75.076621 40.040372),2
02,201502061273,0000,09/20/2015 12:00:00 AM,06:16 pm,B,M,0,34,leg,-1,0,0,N,N,N,900 Block of Pratt St,POINT (-75.093014 40.030839),2
02,201502061273,0000,09/20/2015 12:00:00 AM,06:16 pm,B,M,0,57,multi,-1,0,0,N,N,N,900 Block of Pratt St,POINT (-75.093014 40.030839),2
02,201502061273,0000,09/20/2015 12:00:00 AM,06:16 pm,B,M,0,42,multi,-1,0,0,N,N,N,900 Block of Pratt St,POINT (-75.093014 40.030839),2
02,201502062409,0111,09/26/2015 12:00:00 AM,05:07 am,B,M,0,43,chest,0,-1,-1,N,N,N,700 Block of Adams Ave.,POINT (-75.104215 40.030704),2
02,201502077413,0111,12/04/2015 12:00:00 AM,14:00 pm,B,M,0,29,multi,0,-1,-1,N,N,N,6500 Block of Dorcas St.,POINT (-75.08341 40.045988),2
02,201502078120,0118,12/07/2015 12:00:00 AM,23:40 pm,B,M,0,35,chest,-1,0,-1,N,N,N,6100 Block of Reach St.,POINT (-75.103437 40.048599),2
02,201502079533,0411,12/14/2015 12:00:00 AM,12:47 pm,B,M,0,21,multi,0,-1,0,N,N,N,500 Block of E. Hill Creek Dr.,POINT (-75.109847 40.037362),2
02,201502079557,0411,12/14/2015 12:00:00 AM,13:47 pm,W,M,0,23,leg,-1,0,0,N,N,N,900 Block of Shelmire Ave.,POINT (-75.083127 40.065497),2
02,201502067447,0300,10/18/2015 12:00:00 AM,20:30 pm,B,M,0,17,arm,0,-1,0,N,N,N,6200 Block of Castor Ave..,POINT (-75.079865 40.036964),2
02,201502080513,0411,12/19/2015 12:00:00 AM,00:53 am,B,M,0,33,multi,0,-1,0,N,N,N,7900 Block of Bustleton Ave.,POINT (-75.052508 40.058672),2
02,20150229779,3006,05/11/2015 12:00:00 AM,1138am,W,F,-1,31,leg,-1,0,0,N,N,N,6900 Block of Sylvester St.,POINT (-75.06612 40.04427),2
02,201502073875,3006,11/16/2015 12:00:00 AM,18:54 pm,B,M,0,18,multi,0,-1,0,N,N,N,900 Block of Shelmire St.,POINT (-75.082803 40.065358),2
02,201502073894,3006,11/16/2015 12:00:00 AM,18:54 pm,B,M,0,15,hand,0,-1,0,N,N,N,900 Block of Shelmire St.,POINT (-75.082803 40.065358),2
02,201502078804,0411,12/10/2015 12:00:00 AM,23:35 pm,B,M,0,19,back,0,-1,0,N,N,N,5900 Block of Malta St.,POINT (-75.101035 40.04314),2
02,201502078813,0411,12/10/2015 12:00:00 AM,23:35 pm,B,M,0,19,leg,0,-1,0,N,N,N,5900 Block of Malta St.,POINT (-75.101035 40.04314),2
03,201503003714,0411,01/18/2015 12:00:00 AM,08:27 am,B,M,0,36,leg,0,-1,0,N,N,N,1800 Block of S. 7th St.,POINT (-75.157453 39.926534),3
03,201503009362,0300,02/13/2015 12:00:00 AM,16:34 pm,W,M,0,43,leg,0,-1,0,N,N,N,1200 Block of Ellsworth ST.,POINT (-75.164603 39.936294),3
15,201515005298,0000,01/18/2015 12:00:00 AM,00:00 am,B,F,0,31,stomach,0,-1,0,N,N,N,1500 Block of Adams Ave.,POINT (-75.091804 40.00876),11
15,201515005299,0111,01/18/2015 12:00:00 AM,00:00 am,B,M,0,35,multi,-1,0,-1,N,N,N,1500 Block of Adams Ave.,POINT (-75.091804 40.00876),11
15,201515005495,0411,01/18/2015 12:00:00 AM,20:13 pm,B,M,0,47,multi,0,-1,0,N,N,N,4600 Block of N. Penn St.,POINT (-75.085807 40.017156),11
15,201515005776,0412,01/19/2015 12:00:00 AM,20:25 pm,B,M,0,24,leg,0,-1,0,N,N,N,4700 Block of N. Penn St.,POINT (-75.084892 40.018139),11
15,201515008603,0411,01/28/2015 12:00:00 AM,16:50 pm,B,M,0,21,multi,0,-1,0,N,N,N,4700 Block of Meridian St.,POINT (-75.028213 40.033114),11
15,201515014410,0411,02/15/2015 12:00:00 AM,22:00 pm,B,M,0,21,head,0,-1,0,N,N,N,2900 Block of Passmore St.,POINT (-75.062486 40.032338),11
15,201515015213,0300,02/18/2015 12:00:00 AM,21:55 pm,B,M,0,22,leg,0,-1,0,N,N,N,5100 Block of Ditman St.,POINT (-75.071193 40.014247),11
15,201515006801,0411,01/22/2015 12:00:00 AM,22:45 pm,B,M,0,26,leg,0,-1,0,N,N,N,4800 Block of Jackson St.,POINT (-75.076642 40.014717),11
15,201515020797,0411,03/08/2015 12:00:00 AM,17:34 pm,B,M,0,19,arm,0,-1,0,N,N,N,7600 Block of Frankford Ave.,POINT (-75.034963 40.038887),11
15,201515021685,0411,03/21/2015 12:00:00 AM,10:57 pm,W,M,-1,22,multi,0,-1,0,N,N,N,4700 Block of Whitaker St.,POINT (-75.114107 40.020359),18
15,201515025456,0407,03/21/2015 12:00:00 AM,04:48 pm,W,F,0,11,head,-1,0,0,N,N,N,6000 Block of Charles St.,POINT (-75.063495 40.024749),11
15,201515027688,0111,03/27/2015 12:00:00 AM,23:56 pm,B,M,0,24,multi,-1,0,-1,N,N,N,4300 Block of Elizbeth St.,POINT (-75.091437 40.013798),11
15,201515022809,0411,03/13/2015 12:00:00 AM,20:45 pm,B,M,0,36,multi,-1,0,0,N,N,N,6000 Block of Torresdale Ave.,POINT (-75.05931 40.017687),11
15,201515029945,0411,04/03/2015 12:00:00 AM,18:47 pm,B,M,0,20,shoulder,0,-1,0,N,N,N,4800 Block of Magee Ave.,POINT (-75.047543 40.02227),11
15,201515029953,0411,04/03/2015 12:00:00 AM,18:47 pm,B,M,0,18,back,0,-1,0,N,N,N,4800 Block of Magee Ave.,POINT (-75.047543 40.02227),11
15,201515034651,0421,04/16/2015 12:00:00 AM,23:44 pm,B,M,0,24,leg,0,-1,0,Y,Y,N,1600 Block of Pratt St.,POINT (-75.078181 40.022319),11
15,201515035548,0411,04/19/2015 12:00:00 AM,02:48 am,B,M,0,43,foot,0,-1,0,N,N,N,5300 Block of Duffield St.,POINT (-75.073943 40.022143),11
15,201515035793,0411,04/19/2015 12:00:00 AM,19:20 pm,W,M,-1,23,chest,-1,0,0,N,N,N,5000 Block of Charles St.,POINT (-75.075285 40.017902),11
15,201515037958,0111,04/25/2015 12:00:00 AM,22:43 pm,W,M,0,20,multi,0,-1,-1,N,N,N,4700 Block of Darrah St.,POINT (-75.082402 40.016102),11
15,201515039394,3006,04/29/2015 12:00:00 AM,16:31 pm,W,M,0,38,hand,-1,0,0,N,N,N,7000 Block of Jackson St.,POINT (-75.042298 40.029535),11
15,201515050035,0411,05/27/2015 12:00:00 AM,23:27 pm,W,M,0,20,multi,0,-1,0,N,N,N,3200 Block of Cottman Ave.,POINT (-75.04741 40.040445),11
15,201515053660,0411,06/06/2015 12:00:00 AM,11:02 am,W,M,0,37,leg,0,0,0,N,N,N,4700 Block of Howell St.,POINT (-75.060681 40.016888),11
15,201515059074,0111,06/20/2015 12:00:00 AM,00:17 am,B,M,0,50,hip,-1,0,-1,N,N,N,5700 Block of Leonard St.,POINT (-75.07409 40.027711),11
15,201515059236,3006,06/20/2015 12:00:00 AM,14:45 pm,B,M,0,26,hand,-1,0,0,N,N,N,1700 Block of Church St.,POINT (-75.085945 40.009839),11
15,201515059844,0111,06/22/2015 12:00:00 AM,01:15 am,B,M,0,21,multi,0,-1,-1,N,N,N,1700 Block of Scattergood St.,POINT (-75.074265 40.021702),11
15,201515063931,0111,07/02/2015 12:00:00 AM,13:20 pm,W,M,-1,21,multi,0,-1,-1,N,N,N,2800 Block of Orthodox St.,POINT (-75.073378 39.997253),11
15,201515060889,3006,06/24/2015 12:00:00 AM,13:22 pm,W,M,-1,23,hand,0,-1,0,N,N,N,5200 Block of Torresdale Ave.,POINT (-75.070425 40.013214),11
15,201515064689,0411,07/04/2015 12:00:00 AM,11:30 am,W,M,-1,46,leg,0,-1,0,N,N,N,2000 Block of Bridge St.,POINT (-75.07151 40.015904),11
15,201515065059,0411,07/05/2015 12:00:00 AM,15:10 pm,B,M,-1,33,leg,0,-1,0,N,N,N,5200 Block of Pennway St.,POINT (-75.10447 40.028709),11
15,201515065246,0411,07/05/2015 12:00:00 AM,23:25 pm,B,M,0,23,torso,0,-1,0,N,N,N,1400 Block of Arrott St.,POINT (-75.086327 40.017886),11
15,201515065611,0300,07/07/2015 12:00:00 AM,06:00 am,W,M,0,51,buttocks,0,-1,0,N,N,N,5200 Block of Cottage St.,POINT (-75.071787 40.017019),11
15,201515066305,0413,07/08/2015 12:00:00 AM,09:30 am,B,M,0,32,stomach,0,-1,0,N,N,N,4600 Block of Hedge St.,POINT (-75.083001 40.013728),11
15,201515066331,0413,07/08/2015 12:00:00 AM,09:30 am,B,F,0,22,leg,0,-1,0,N,N,N,4600 Block of Hedge St.,POINT (-75.083001 40.013728),11
15,201515067070,0411,07/10/2015 12:00:00 AM,20:47 pm,B,F,0,27,leg,0,-1,0,N,N,N,4500 Block of Longshore Ave.,POINT (-75.044939 40.028096),11
15,201515069247,0411,07/16/2015 12:00:00 AM,21:25 pm,B,M,0,31,multi,0,-1,0,N,N,N,4900 Block of Frankford Ave.,POINT (-75.081259 40.019479),11
15,201515070359,0411,07/19/2015 12:00:00 AM,23:30 pm,B,M,0,18,leg,0,-1,0,N,N,N,5000 Block of Cottage St.,POINT (-75.074158 40.016484),11
15,201515070362,0411,07/19/2015 12:00:00 AM,23:30 pm,B,M,0,19,arm,0,-1,0,N,N,N,5000 Block of Cottage St.,POINT (-75.074158 40.016484),11
15,201515071475,0111,07/23/2015 12:00:00 AM,01:14 am,B,M,0,29,head-m,0,-1,-1,N,N,N,6700 Block of Marsden St.,POINT (-75.046944 40.024795),11
15,201515071475,0000,07/23/2015 12:00:00 AM,01:14 am,B,M,0,28,side,0,-1,0,N,N,N,6700 Block of Marsden St.,POINT (-75.046944 40.024795),11
15,201515072143,0411,07/24/2015 12:00:00 AM,18:41 pm,B,M,0,23,leg,0,-1,0,N,N,N,1700 Block of Brill St.,POINT (-75.072352 40.020272),11
15,201515073127,0350,07/27/2015 12:00:00 AM,04:45 am,W,M,-1,32,shoulder,-1,0,0,N,N,N,4700 Block of Oakmont St.,POINT (-75.030056 40.032441),11
15,201515075434,0350,08/02/2015 12:00:00 AM,01:29 am,A,M,0,42,legs,0,-1,0,N,N,N,2600 Block of Levick St.,POINT (-75.066826 40.033608),11
15,201515075469,0411,08/02/2015 12:00:00 AM,04:40 am,B,M,0,25,leg,0,-1,0,N,N,N,6800 Block of Torresdale Ave.,POINT (-75.043991 40.025621),11
15,201515077231,0411,08/06/2015 12:00:00 AM,23:27 pm,B,M,0,34,leg,0,-1,0,N,N,N,5200 Block of Duffield St.,POINT (-75.075817 40.020899),11
15,201515082398,0111,08/21/2015 12:00:00 AM,00:11 am,B,M,0,37,multi,0,-1,-1,N,N,N,4400 Block of Longshore Ave.,POINT (-75.045366 40.028664),11
15,201515087465,0411,09/03/2015 12:00:00 AM,09:56 pm,B,M,0,21,back,0,-1,0,N,N,N,4100 Block of Paul St.,POINT (-75.088594 40.007987),11
15,201515087467,0411,09/03/2015 12:00:00 AM,09:56 pm,B,F,0,23,leg,0,-1,0,N,N,N,4100 Block of Paul St.,POINT (-75.088594 40.007987),11
15,201515087870,0411,09/05/2015 12:00:00 AM,01:38 am,B,M,0,32,leg,0,-1,0,N,N,N,1800 Block of Harrison St.,POINT (-75.076059 40.016301),11
15,201515088731,0411,09/07/2015 12:00:00 AM,13:39 pm,B,M,0,25,leg,0,-1,0,N,N,N,1600 Block of Pratt St.,POINT (-75.075959 40.020771),11
15,201515092862,0111,09/19/2015 12:00:00 AM,01:49 pm,B,M,0,41,multi,0,-1,-1,N,N,N,4000 Block of E. Cheltenham Ave,POINT (-75.069397 40.022075),11
15,201515102730,0411,10/18/2015 12:00:00 AM,19:15 pm,B,M,0,21,buttocks,0,-1,0,N,N,N,5000 Block of Griscom St.,POINT (-75.080868 40.02132),11
15,201515103222,0111,10/20/2015 12:00:00 AM,11:21 am,B,M,0,34,multi,0,-1,-1,N,N,N,5800 Block of Charles St.,POINT (-75.066902 40.022994),11
15,201515100022,0411,10/10/2015 12:00:00 AM,21:40 pm,B,M,0,28,stomach,0,-1,0,N,N,N,2100 Block of Cheltenham Ave.,POINT (-75.06291 40.014921),11
15,201515106345,0111,10/29/2015 12:00:00 AM,12:22 pm,B,M,0,18,head-m,0,-1,-1,N,N,N,4200 Block of Tackawanna St.,POINT (-75.086428 40.008506),11
15,201515103828,0111,10/21/2015 12:00:00 AM,21:15 pm,B,M,0,24,multi,0,-1,-1,N,N,N,7100 Block of Walker St.,POINT (-75.042502 40.032399),11
15,201515109803,0411,11/07/2015 12:00:00 AM,17:41 pm,B,M,0,18,leg,0,-1,0,N,N,N,5000 Block of Cottage St.,POINT (-75.074708 40.016362),11
15,201515110923,0407,11/11/2015 12:00:00 AM,06:50 am,B,F,0,28,neck,-1,0,0,N,N,N,6200 Block of Mershon St.,POINT (-75.065387 40.03018),11
12,201512038666,0411,05/19/2015 12:00:00 AM,10:00 pm,B,M,0,24,leg,0,-1,0,N,N,N,5300 Block of Pentridge St.,POINT (-75.226328 39.94461),9
12,201512038668,0411,05/19/2015 12:00:00 AM,10:00 pm,B,M,0,21,leg,0,-1,0,N,N,N,5300 Block of Pentridge St.,POINT (-75.226328 39.94461),9
12,201512038687,0411,05/19/2015 12:00:00 AM,10:52 pm,B,M,0,27,foot,-1,0,0,N,N,N,6700 Block of Woodland Ave.,POINT (-75.237508 39.923282),9
12,201512039279,0411,05/22/2015 12:00:00 AM,07:11 am,B,M,0,63,neck,-1,0,0,N,N,N,5700 Block of Windsor St.,POINT (-75.229518 39.938229),9
12,201512039689,0411,05/23/2015 12:00:00 AM,11:23 am,B,M,0,25,multi,0,-1,0,N,N,N,5800 Block of Hadfield St.,POINT (-75.235853 39.939887),9
12,201512040433,0111,05/25/2015 12:00:00 AM,22:09 pm,B,M,0,20,multi,0,-1,-1,N,N,N,2400 Block of S. 65th St.,POINT (-75.231759 39.923346),9
12,201512040640,0111,05/26/2015 12:00:00 AM,03:24 pm,B,M,0,24,multi,0,-1,-1,N,N,N,5700 Block of Greenway Ave.,POINT (-75.22447 39.934403),9
12,201512041599,0411,05/29/2015 12:00:00 AM,16:10 pm,B,M,0,22,leg,0,-1,0,N,N,N,2400 Block of S. 62nd St.,POINT (-75.227757 39.925839),9
12,201512041905,0411,05/30/2015 12:00:00 AM,14:11 pm,B,M,0,27,side,0,-1,0,N,N,N,6900 Block of Elmwood Ave.,POINT (-75.236724 39.91765),9
12,201512046839,0411,06/16/2015 12:00:00 AM,01:25 am,B,M,0,33,foot,0,-1,0,N,N,N,5700 Block of Malcolm St.,POINT (-75.233755 39.941564),9
12,201512049402,0411,06/24/2015 12:00:00 AM,11:05 am,B,M,0,29,leg,0,-1,0,N,N,N,1600 Block of S. Connestoga St,POINT (-75.222449 39.937978),9
12,201512052614,0111,07/04/2015 12:00:00 AM,20:43 pm,B,M,0,26,multi,0,-1,-1,N,N,N,1700 Block of S. 53rd St.,POINT (-75.217063 39.936944),9
12,201512053238,0111,07/07/2015 12:00:00 AM,02:31 am,B,M,0,27,head,0,-1,-1,N,N,N,1600 Block of S. Ithan St.,POINT (-75.226183 39.93746),9
12,201512056403,0111,07/17/2015 12:00:00 AM,21:29 pm,B,M,0,23,chest,0,-1,-1,N,N,N,5300 Block of Pentrdige St.,POINT (-75.226481 39.944512),9
12,201512056490,0411,07/18/2015 12:00:00 AM,00:35 am,B,M,0,30,leg,0,-1,0,N,N,N,6600 Block of Upland St,POINT (-75.237538 39.926288),9
12,201512057070,0411,07/20/2015 12:00:00 AM,00:30 am,B,M,0,19,buttock,0,-1,0,N,N,N,1400 Block of S. 57th St.,POINT (-75.233857 39.942285),9
12,201512060594,0411,07/31/2015 12:00:00 AM,19:34 pm,B,M,0,27,multi,0,-1,0,N,N,N,5000 Block of Chester Ave.,POINT (-75.21834 39.942856),9
12,201512061421,0411,08/03/2015 12:00:00 AM,15:12 pm,B,M,0,53,multi,0,-1,0,N,N,N,6500 Block of Elmwood Ave.,POINT (-75.23126 39.9215),9
12,201512063210,0111,08/09/2015 12:00:00 AM,18:43 pm,B,M,0,16,head,0,-1,-1,N,N,N,6300 Block of Reedland St.,POINT (-75.229058 39.923943),9
12,201512064080,0411,08/12/2015 12:00:00 AM,10:00 am,B,M,0,48,multi,0,-1,0,N,N,N,6000 Block of Regent St.,POINT (-75.23209 39.932662),9
12,201512065409,0411,08/18/2015 12:00:00 AM,11:54 am,B,M,0,30,multi,0,-1,0,N,N,N,5400 Block of Angora Terr,POINT (-75.233381 39.94672),9
12,201512064122,0411,08/13/2015 12:00:00 AM,00:10 am,B,M,0,30,leg,0,-1,0,N,N,N,1000 Block of S. 55th St.,POINT (-75.230973 39.944297),9
12,201512066424,0111,08/22/2015 12:00:00 AM,03:53 am,B,M,0,54,head-m,0,-1,-1,N,N,N,2000 Block of S. 60th St.,POINT (-75.22982 39.932257),9
12,201512067054,0411,08/24/2015 12:00:00 AM,23:45 pm,B,M,0,22,leg,0,-1,0,N,N,N,7200 Block of Buist Ave.,POINT (-75.238936 39.913924),9
12,201512066773,0411,08/23/2015 12:00:00 AM,03:00 am,B,M,0,29,multi,0,-1,0,N,N,N,5500 Block of Linbergh Blvd,POINT (-75.216662 39.932019),9
12,201512068847,0411,08/30/2015 12:00:00 AM,03:15 am,B,M,0,53,leg,0,-1,0,N,N,N,5700 Block of Kingsessing Ave.,POINT (-75.225867 39.935594),9
12,201512069080,0111,08/31/2015 12:00:00 AM,07:19 am,B,M,0,41,head,0,-1,-1,N,N,N,5300 Block of Reinhard St,POINT (-75.221067 39.938317),9
12,201512069482,0411,09/01/2015 12:00:00 AM,06:00 pm,B,M,0,23,arm,0,-1,0,N,N,N,1800 Block of S. Alden,POINT (-75.228848 39.937301),9
12,201512076259,0411,09/26/2015 12:00:00 AM,01:13 am,B,M,0,21,leg,0,-1,0,N,N,N,2600 Block of W. 75th St.,POINT (-75.243946 39.909974),9
12,201512076464,0411,09/26/2015 12:00:00 AM,23:30 pm,B,M,0,99,multi,0,-1,0,N,N,N,5600 Block of Hoffman St.,POINT (-75.235087 39.945663),9
12,201512079085,3006,10/08/2015 12:00:00 AM,04:40 am,B,M,0,45,arm,0,-1,0,N,N,N,5300 Block of Lindbergh Blvd,POINT (-75.215155 39.934011),9
12,201512076494,0411,09/27/2015 12:00:00 AM,03:32 am,B,M,0,30,multi,0,-1,0,N,N,N,2000 Block of S. Bonnafon St.,POINT (-75.239299 39.924598),9
12,201512080581,0111,10/12/2015 12:00:00 AM,23:00 pm,B,M,0,50,head,-1,0,-1,N,N,N,1100 Block of S. Ruby St.,POINT (-75.225635 39.942675),9
12,201512082081,0111,10/17/2015 12:00:00 AM,20:00 pm,B,M,0,43,multi,0,-1,-1,N,N,N,7100 Block of Greenway Ave.,POINT (-75.244822 39.920103),9
12,201512082980,0300,10/20/2015 12:00:00 AM,09:06 pm,B,M,0,24,leg,0,-1,0,N,N,N,1300 Block of S. 57th St.,POINT (-75.234561 39.943006),9
12,201512083617,0411,10/22/2015 12:00:00 AM,21:10 pm,B,M,0,32,arm,0,-1,0,N,N,N,2000 Block of S. Salford St.,POINT (-75.22833 39.931826),9
12,201512089465,0411,11/11/2015 12:00:00 AM,19:45 pm,B,M,0,26,back,0,-1,0,N,N,N,1800 Block of S. 65th St.,POINT (-75.240941 39.92899),9
12,201512089788,0111,11/13/2015 12:00:00 AM,02:26 am,B,M,0,19,head-m,0,-1,-1,N,N,N,7800 Block of Centaur Pl.,POINT (-75.245954 39.905177),9
12,201512090064,0411,11/14/2015 12:00:00 AM,00:33 am,B,M,0,21,multi,0,-1,0,N,N,N,2500 Block of S. Wanamaker St.,POINT (-75.21975 39.927625),9
12,201512089745,0411,11/12/2015 12:00:00 AM,21:48 pm,B,M,0,25,shoulder,0,-1,0,N,N,N,1100 Block of S. 56th St.,POINT (-75.233744 39.94452),9
12,201512090390,3006,11/15/2015 12:00:00 AM,03:45 am,B,M,0,43,arm,0,-1,0,N,N,N,5600 Block of Hoffman St.,POINT (-75.235087 39.945663),9
12,201512093277,0411,11/25/2015 12:00:00 AM,06:14 pm,B,M,0,45,head,0,-1,0,N,N,N,900 Block of S.51st St.,POINT (-75.222522 39.945282),9
12,201512093444,0411,11/26/2015 12:00:00 AM,14:16 pm,B,M,0,22,stomach,0,0,0,N,N,N,2600 Block of S. 61st St.,POINT (-75.223458 39.924841),9
12,201512094468,0350,11/30/2015 12:00:00 AM,14:00 pm,B,M,0,43,leg,-1,0,0,N,N,N,6400 Block of Upland St.,POINT (-75.235688 39.927588),9
12,201512093525,0411,11/26/2015 12:00:00 AM,22:05 pm,B,M,0,23,back,0,-1,0,N,N,N,2700 Block of Bartram Drive,POINT (-75.214086 39.931836),9
12,201512097638,0411,12/11/2015 12:00:00 AM,18:00 pm,B,M,0,23,leg,0,-1,0,N,N,N,6600 Block of Guyer Ave.,POINT (-75.228296 39.918505),9
12,201512094627,0411,12/01/2015 12:00:00 AM,02:58 am,B,M,0,35,stomach,0,-1,0,N,N,N,6400 Block of Glemore St.,POINT (-75.23109 39.924495),9
18,201518077691,0111,11/15/2015 12:00:00 AM,18:28 pm,B,M,0,20,multi,0,-1,-1,N,N,N,5600 Block of Pemberton St.,POINT (-75.235295 39.950907),14
18,201518078119,0411,11/17/2015 12:00:00 AM,11:42 am,B,M,0,43,leg,0,-1,0,N,N,N,300 Block of S. 52nd St.,POINT (-75.226062 39.954591),14
18,201518081775,0411,12/02/2015 12:00:00 AM,09:05 am,B,M,0,68,groin,-1,0,0,N,N,N,5100 Block of Cedar Ave.,POINT (-75.22629 39.950355),14
18,201518081983,0111,12/02/2015 12:00:00 AM,22:45 pm,B,M,0,24,head,0,-1,-1,N,N,N,700 Block of S. 60th st.,POINT (-75.24327 39.950265),14
18,201518085705,0111,12/16/2015 12:00:00 AM,19:44 pm,B,M,0,34,multi,0,-1,-1,N,N,N,4600 Block of Kinsessing Ave.,POINT (-75.211897 39.945508),14
18,201518086358,0411,12/19/2015 12:00:00 AM,00:41 am,B,M,0,20,multi,0,-1,0,N,N,N,5100 Block of Spruce St.,POINT (-75.224098 39.954318),14
16,201516025262,0411,06/09/2015 12:00:00 AM,10:46 am,B,M,0,21,torso,0,-1,0,N,N,N,4100 Block of Ogden St.,POINT (-75.205803 39.969198),12
16,201516027236,0411,06/20/2015 12:00:00 AM,21:50 pm,B,M,0,26,multi,0,-1,0,N,N,N,4100 Block of Ogden St.,POINT (-75.206427 39.969125),12
16,201516027241,0411,06/20/2015 12:00:00 AM,21:50 pm,B,F,0,01,neck,0,-1,0,N,N,N,4100 Block of Ogden St.,POINT (-75.206427 39.969125),12
16,201516027242,0411,06/20/2015 12:00:00 AM,21:50 pm,B,M,0,12,stomach,0,-1,0,N,N,N,4100 Block of Ogden St.,POINT (-75.206427 39.969125),12
16,201516027243,0411,06/20/2015 12:00:00 AM,21:50 pm,B,F,0,11,head-m,0,-1,0,N,N,N,4100 Block of Ogden St.,POINT (-75.206427 39.969125),12
