OBJECTID,CRN,CRASH_YEAR,UNIT_NUM,VEH_TYPE,BODY_TYPE,VEH_MOVEMENT,TRAVEL_SPD,VEHICLE_FAILURE
8001,2011061889,2011,2,6,15,1,20,0
8002,2011061890,2011,1,1,15,1,999,0
8003,2011061890,2011,2,1,4,3,0,0
8004,2011061891,2011,1,1,4,12,10,0
8005,2011061891,2011,2,,,,,0
8006,2011061892,2011,1,1,4,12,10,0
8007,2011061892,2011,2,1,4,12,10,0
8008,2011061893,2011,1,1,4,7,15,0
8009,2011061894,2011,1,1,3,1,35,0
8010,2011061894,2011,2,1,12,1,35,0
8011,2011061896,2011,1,1,4,2,999,0
8012,2011061896,2011,2,1,4,2,999,0
8013,2011061897,2011,1,6,19,10,5,0
8014,2011061897,2011,2,,,,,0
8015,2011061898,2011,1,1,4,5,999,0
8016,2011061898,2011,2,1,4,1,999,0
8017,2011061899,2011,1,1,4,1,15,0
8018,2011061899,2011,2,1,12,1,5,0
8019,2011061899,2011,3,1,9,6,0,0
8020,2011061900,2011,1,1,4,16,999,0
8021,2011061901,2011,1,1,12,1,99,0
8022,2011061901,2011,2,6,15,1,99,0
8023,2011061901,2011,3,1,12,6,0,0
8024,2011061902,2011,1,1,4,1,25,0
8025,2011061902,2011,2,1,6,3,0,0
8026,2011061902,2011,3,4,51,3,0,0
8027,2011061903,2011,1,1,3,1,999,0
8028,2011061903,2011,2,1,4,2,999,0
8029,2011061904,2011,1,6,15,10,999,0
8030,2011061904,2011,2,1,4,1,999,0
8031,2011061905,2011,1,1,4,10,99,0
8032,2011061905,2011,2,20,,1,999,0
8033,2011061906,2011,1,1,4,12,999,0
8034,2011061906,2011,2,1,4,1,999,0
8035,2011061907,2011,1,1,15,15,35,0
8036,2011061907,2011,2,1,3,2,5,0
8037,2011061907,2011,3,1,15,2,5,0
8038,2011062002,2011,1,1,4,99,75,0
8039,2011062002,2011,2,6,15,6,0,0
8040,2011062002,2011,3,6,15,6,0,0
8041,2011062005,2011,1,1,4,1,999,0
8042,2011062005,2011,2,4,51,6,0,0
8043,2011062005,2011,3,1,4,6,0,0
8044,2011062005,2011,4,1,4,6,0,0
8045,2011062005,2011,5,1,4,6,0,0
8046,2011062006,2011,1,5,79,1,999,0
8047,2011062006,2011,2,1,9,1,999,0
8048,2011062007,2011,1,1,4,1,999,0
8049,2011062007,2011,2,6,15,1,999,0
8050,2011062008,2011,1,1,4,1,999,1
8051,2011062008,2011,2,5,75,1,999,1
8052,2011062009,2011,1,1,4,1,10,0
8053,2011062009,2011,2,3,73,99,999,0
8054,2011062010,2011,1,4,41,1,999,0
8055,2011062010,2011,2,1,4,12,999,0
8056,2011062011,2011,1,6,15,1,999,0
8057,2011062011,2011,2,20,,1,999,0
8058,2011062012,2011,1,4,51,1,999,0
8059,2011062012,2011,2,1,4,6,0,0
8060,2011062012,2011,3,6,15,6,0,0
8061,2011062013,2011,1,1,4,1,999,0
8062,2011062013,2011,2,1,4,15,999,0
8063,2011062013,2011,3,1,9,1,999,0
8064,2011062014,2011,1,1,4,1,999,0
8065,2011062014,2011,2,1,4,1,999,0
8066,2011062014,2011,3,1,4,1,999,0
8067,2011062015,2011,1,1,4,1,20,0
8068,2011062015,2011,2,3,39,3,0,0
8069,2011062016,2011,1,7,15,99,999,0
8070,2011062016,2011,2,1,15,99,999,0
8071,2011062017,2011,1,1,4,1,999,0
8072,2011062017,2011,2,1,9,1,999,0
8073,2011062017,2011,3,4,51,6,0,0
8074,2011062017,2011,4,1,15,6,0,0
8075,2011062017,2011,5,1,5,99,0,0
8076,2011062018,2011,1,2,25,1,999,0
8077,2011062019,2011,1,1,9,99,999,0
8078,2011062019,2011,2,,,,,0
8079,2011062021,2011,1,1,4,1,15,0
8080,2011062021,2011,2,20,,1,999,0
8081,2011062022,2011,1,7,41,1,3,0
8082,2011062022,2011,2,1,4,3,0,0
8083,2011062478,2011,1,1,2,1,55,0
8084,2011062479,2011,1,6,15,1,30,0
8085,2011062479,2011,2,6,15,3,0,0
8086,2011062480,2011,1,1,2,15,50,0
8087,2011062480,2011,2,6,15,1,50,0
8088,2011062480,2011,3,6,15,1,50,0
8089,2011062482,2011,1,1,4,1,25,0
8090,2011062482,2011,2,1,4,1,5,0
8091,2011062482,2011,3,6,15,1,5,0
8092,2011062483,2011,1,1,12,1,35,0
8093,2011062483,2011,2,6,15,2,30,0
8094,2011062483,2011,3,1,4,2,25,0
8095,2011062483,2011,4,1,6,2,25,0
8096,2011062483,2011,5,1,4,2,25,0
8097,2011062486,2011,1,1,4,1,40,0
8098,2011062486,2011,2,5,51,2,25,0
8099,2011062486,2011,3,6,15,2,25,0
8100,2011062487,2011,1,1,4,1,45,0
8101,2011062487,2011,2,6,15,3,0,0
8102,2011062625,2011,1,6,15,15,55,0
8103,2011062625,2011,2,1,2,1,55,0
8104,2011062626,2011,1,6,15,16,35,0
8105,2011062626,2011,2,1,2,2,5,0
8106,2011062627,2011,1,7,41,1,55,0
8107,2011062979,2011,1,1,4,1,25,0
8108,2011062979,2011,2,7,12,3,0,0
8109,2011062980,2011,1,1,4,1,25,0
8110,2011062980,2011,2,1,4,3,0,0
8111,2011062981,2011,1,6,12,2,50,0
8112,2011062981,2011,2,1,4,2,5,0
8113,2011063187,2011,1,2,20,16,90,0
8114,2011063188,2011,1,4,51,98,30,0
8115,2011063188,2011,2,1,4,1,3,0
8116,2011063189,2011,1,4,51,1,10,0
8117,2011063189,2011,2,6,15,1,5,0
8118,2011063192,2011,1,1,4,99,10,0
8119,2011063192,2011,2,1,4,3,0,0
8120,2011063193,2011,1,6,15,15,50,0
8121,2011063193,2011,2,1,4,1,55,0
8122,2011063194,2011,1,1,6,1,65,0
8123,2011063195,2011,1,6,15,1,55,0
8124,2011063195,2011,2,7,12,3,0,0
8125,2011063195,2011,3,1,9,1,50,0
8126,2011063197,2011,1,1,4,1,65,0
8127,2011063480,2011,1,1,4,2,45,0
8128,2011063480,2011,2,1,4,3,0,0
8129,2011063480,2011,3,1,6,3,0,0
8130,2011063484,2011,1,1,4,1,50,0
8131,2011063484,2011,2,1,4,2,10,0
8132,2011063485,2011,1,1,4,1,45,1
8133,2011063637,2011,1,4,51,15,30,0
8134,2011063637,2011,2,1,4,16,65,0
8135,2011063639,2011,1,5,75,16,55,1
8136,2011063639,2011,2,1,4,1,60,1
8137,2011063640,2011,1,6,15,17,40,0
8138,2011063641,2011,1,1,4,1,70,0
8139,2011063642,2011,1,7,12,1,35,0
8140,2011063642,2011,2,6,51,3,0,0
8141,2011063643,2011,1,1,2,15,55,0
8142,2011063862,2011,1,7,12,1,55,0
8143,2011063987,2011,1,2,20,1,45,0
8144,2011063988,2011,1,1,4,1,15,0
8145,2011063988,2011,2,1,4,1,1,0
8146,2011063989,2011,1,1,4,15,999,0
8147,2011063989,2011,2,1,4,15,30,0
8148,2011064006,2011,1,1,4,1,30,0
8149,2011064006,2011,2,1,4,12,999,0
8150,2011064007,2011,1,2,23,1,40,0
8151,2011064007,2011,2,6,15,12,5,0
8152,2011064008,2011,1,1,4,4,25,0
8153,2011064008,2011,2,,,,,0
8154,2011064009,2011,1,25,,1,999,0
8155,2011064009,2011,2,1,15,1,999,0
8156,2011064010,2011,1,99,,12,999,0
8157,2011064010,2011,2,20,,1,999,0
8158,2011064011,2011,1,6,15,1,999,0
8159,2011064013,2011,1,7,41,1,999,0
8160,2011064013,2011,2,1,4,7,999,0
8161,2011064014,2011,1,1,4,98,999,0
8162,2011064016,2011,1,7,73,1,999,0
8163,2011064016,2011,2,,,,,0
8164,2011064017,2011,1,2,29,99,999,0
8165,2011064017,2011,2,4,15,6,0,0
8166,2011064018,2011,1,6,15,10,999,0
8167,2011064018,2011,2,,,,,0
8168,2011064019,2011,1,,,,,0
8169,2011064019,2011,2,6,15,1,999,0
8170,2011064020,2011,1,1,9,1,999,0
8171,2011064020,2011,2,,,,,0
8172,2011064021,2011,1,1,4,1,999,0
8173,2011064021,2011,2,1,4,1,999,0
8174,2011064022,2011,1,7,41,12,5,0
8175,2011064022,2011,2,,,,,0
8176,2011064023,2011,1,6,15,1,5,0
8177,2011064024,2011,1,20,,1,999,0
8178,2011064024,2011,2,4,41,10,999,0
8179,2011064025,2011,1,1,4,1,999,0
8180,2011064026,2011,1,1,4,1,999,0
8181,2011064027,2011,1,1,4,12,99,0
8182,2011064027,2011,2,1,4,1,99,0
8183,2011064028,2011,1,1,9,12,999,0
8184,2011064028,2011,2,,,,,0
8185,2011064030,2011,1,1,4,1,999,0
8186,2011064030,2011,2,1,2,2,999,0
8187,2011064030,2011,3,1,4,2,999,0
8188,2011064031,2011,1,3,69,1,999,0
8189,2011064031,2011,2,4,41,3,0,0
8190,2011064032,2011,1,1,4,1,999,0
8191,2011064032,2011,2,7,12,1,999,0
8192,2011064033,2011,1,1,4,12,999,0
8193,2011064033,2011,2,,,,,0
8194,2011064034,2011,1,2,20,1,30,0
8195,2011064034,2011,2,1,3,12,5,0
8196,2011064035,2011,1,1,4,1,999,0
8197,2011064035,2011,2,7,12,1,999,0
8198,2011064036,2011,1,7,12,1,999,0
8199,2011064036,2011,2,1,4,1,999,0
8200,2011064037,2011,1,1,6,10,20,0
8201,2011064037,2011,2,1,4,12,999,0
8202,2011064038,2011,1,6,15,12,999,0
8203,2011064038,2011,2,1,4,1,999,0
8204,2011064039,2011,1,1,4,1,999,0
8205,2011064039,2011,2,1,12,3,0,0
8206,2011064040,2011,1,1,4,1,999,0
8207,2011064040,2011,2,20,,99,999,0
8208,2011064041,2011,1,1,12,2,999,0
8209,2011064041,2011,2,1,4,3,0,0
8210,2011064042,2011,1,1,4,1,999,0
8211,2011064042,2011,2,7,12,1,999,0
8212,2011064043,2011,1,1,9,6,0,0
8213,2011064043,2011,2,20,,1,999,0
8214,2011064044,2011,1,1,2,12,999,0
8215,2011064044,2011,2,20,,1,999,0
8216,2011064046,2011,1,1,4,1,40,0
8217,2011064046,2011,2,1,2,1,4,0
8218,2011064047,2011,1,1,4,1,999,0
8219,2011064047,2011,2,20,,1,999,0
8220,2011064048,2011,1,7,12,1,30,0
8221,2011064048,2011,2,1,4,99,999,0
8222,2011064049,2011,1,1,5,1,25,0
8223,2011064049,2011,2,6,15,3,0,0
8224,2011064050,2011,1,20,,1,999,0
8225,2011064050,2011,2,1,2,6,0,0
8226,2011064051,2011,1,1,4,1,999,0
8227,2011064051,2011,2,,,,,0
8228,2011064052,2011,1,3,39,1,999,0
8229,2011064052,2011,2,20,,1,999,0
8230,2011064053,2011,1,1,4,1,35,0
8231,2011064053,2011,2,1,4,1,35,0
8232,2011064054,2011,1,4,51,12,999,0
8233,2011064054,2011,2,1,4,1,999,0
8234,2011064055,2011,1,1,4,1,999,0
8235,2011064056,2011,1,1,4,1,999,0
8236,2011064056,2011,2,6,15,3,0,0
8237,2011064057,2011,1,5,73,17,999,0
8238,2011064058,2011,1,1,9,1,999,0
8239,2011064058,2011,2,,,,,0
8240,2011064059,2011,1,2,20,15,55,0
8241,2011064059,2011,2,1,4,1,51,0
8242,2011064060,2011,1,6,15,1,30,0
8243,2011064061,2011,1,1,2,12,999,0
8244,2011064061,2011,2,1,4,1,999,0
8245,2011064062,2011,1,1,12,1,30,0
8246,2011064062,2011,2,6,15,1,5,0
8247,2011064063,2011,1,1,3,1,999,0
8248,2011064063,2011,2,6,19,12,999,0
8249,2011064064,2011,1,1,4,1,999,0
8250,2011064064,2011,2,1,15,12,999,0
8251,2011064064,2011,3,1,4,12,993,0
8252,2011064065,2011,1,1,9,1,999,0
8253,2011064065,2011,2,1,4,1,999,0
8254,2011064066,2011,1,1,4,1,99,0
8255,2011064066,2011,2,,,,,0
8256,2011064067,2011,1,1,4,1,999,0
8257,2011064067,2011,2,1,4,1,999,0
8258,2011064068,2011,1,3,39,1,999,0
8259,2011064068,2011,2,7,12,3,0,0
8260,2011064069,2011,1,1,4,1,999,0
8261,2011064069,2011,2,6,15,3,0,0
8262,2011064069,2011,3,4,51,3,0,0
8263,2011064070,2011,1,5,73,14,999,0
8264,2011064070,2011,2,1,2,3,0,0
8265,2011064071,2011,1,1,15,1,999,0
8266,2011064071,2011,2,7,12,1,999,0
8267,2011064072,2011,1,1,4,1,999,0
8268,2011064072,2011,2,,,,,0
8269,2011064073,2011,1,1,2,98,999,0
8270,2011064074,2011,1,2,28,1,999,0
8271,2011064074,2011,2,1,2,6,0,0
8272,2011064075,2011,1,1,4,12,999,0
8273,2011064075,2011,2,1,4,1,999,0
8274,2011064076,2011,1,3,39,98,999,0
8275,2011064076,2011,2,,,,,0
8276,2011064077,2011,1,1,15,1,999,0
8277,2011064077,2011,2,1,15,2,999,0
8278,2011064077,2011,3,1,4,3,0,0
8279,2011064078,2011,1,1,9,12,999,0
8280,2011064078,2011,2,,,,,0
8281,2011064079,2011,1,1,4,1,999,0
8282,2011064079,2011,2,1,4,3,0,0
8283,2011064079,2011,3,4,51,3,0,0
8284,2011064080,2011,1,7,12,12,999,0
8285,2011064080,2011,2,,,,,0
8286,2011064081,2011,1,1,4,1,999,0
8287,2011064081,2011,2,1,4,6,0,0
8288,2011064081,2011,3,7,12,6,0,0
8289,2011064081,2011,4,1,4,6,0,0
8290,2011064082,2011,1,1,4,1,35,0
8291,2011064082,2011,2,1,2,1,35,0
8292,2011064082,2011,3,1,4,6,0,0
8293,2011064083,2011,1,1,9,12,999,0
8294,2011064083,2011,2,,,,,0
8295,2011064084,2011,1,1,4,1,999,0
8296,2011064084,2011,2,1,5,12,999,0
8297,2011064085,2011,1,1,4,1,999,0
8298,2011064085,2011,2,1,4,2,999,0
8299,2011064085,2011,3,1,15,2,999,0
8300,2011064086,2011,1,4,51,7,999,0
8301,2011064086,2011,2,20,,1,999,0
8302,2011064087,2011,1,1,4,1,999,0
8303,2011064087,2011,2,4,51,6,0,0
8304,2011064088,2011,1,1,4,16,25,0
8305,2011064088,2011,2,1,4,12,25,0
8306,2011064089,2011,1,1,4,1,999,0
8307,2011064089,2011,2,1,4,13,999,0
8308,2011064089,2011,3,7,12,6,0,0
8309,2011064090,2011,1,1,4,1,999,0
8310,2011064090,2011,2,6,15,6,0,0
8311,2011064090,2011,3,4,15,6,0,0
8312,2011064091,2011,1,1,4,1,999,0
8313,2011064091,2011,2,6,15,1,99,0
8314,2011064092,2011,1,,,,,0
8315,2011064092,2011,2,1,4,1,999,0
8316,2011064093,2011,1,1,15,1,999,0
8317,2011064093,2011,2,1,4,1,999,0
8318,2011064093,2011,3,1,4,6,0,0
8319,2011064094,2011,1,1,4,1,999,0
8320,2011064094,2011,2,1,4,6,0,0
8321,2011064094,2011,3,1,6,6,0,0
8322,2011064096,2011,1,1,9,1,999,0
8323,2011064096,2011,2,1,6,12,999,0
8324,2011064097,2011,1,1,4,1,999,0
8325,2011064097,2011,2,1,5,1,999,0
8326,2011064097,2011,3,1,4,1,999,0
8327,2011064098,2011,1,20,,1,999,0
8328,2011064098,2011,2,99,,10,999,0
8329,2011064099,2011,1,99,,99,999,0
8330,2011064099,2011,2,,,,,0
8331,2011064100,2011,1,1,4,1,999,0
8332,2011064100,2011,2,6,15,1,999,0
8333,2011064101,2011,1,5,75,1,999,0
8334,2011064101,2011,2,1,15,1,999,0
8335,2011064102,2011,1,6,15,1,999,0
8336,2011064102,2011,2,6,15,12,999,0
8337,2011064103,2011,1,1,4,99,999,0
8338,2011064104,2011,1,7,41,16,999,0
8339,2011064105,2011,1,1,4,1,999,0
8340,2011064105,2011,2,1,9,15,999,0
8341,2011064106,2011,1,1,4,1,10,0
8342,2011064106,2011,2,4,51,1,20,0
8343,2011064107,2011,1,4,51,99,999,0
8344,2011064107,2011,2,1,4,6,0,0
8345,2011064107,2011,3,1,4,6,0,0
8346,2011064108,2011,1,1,15,1,999,0
8347,2011064108,2011,2,1,4,2,999,0
8348,2011064108,2011,3,1,12,3,0,0
8349,2011064109,2011,1,1,4,1,999,0
8350,2011064109,2011,2,1,4,1,999,0
8351,2011064110,2011,1,1,4,12,999,0
8352,2011064110,2011,2,1,4,1,999,0
8353,2011064111,2011,1,7,49,10,999,0
8354,2011064111,2011,2,,,,,0
8355,2011064112,2011,1,1,4,12,25,0
8356,2011064112,2011,2,1,4,1,25,0
8357,2011064113,2011,1,1,4,98,999,0
8358,2011064114,2011,1,1,4,1,45,0
8359,2011064115,2011,1,1,4,1,999,0
8360,2011064115,2011,2,1,15,12,999,0
8361,2011064116,2011,1,6,15,1,999,0
8362,2011064116,2011,2,,,,,0
8363,2011064117,2011,1,1,4,1,40,0
8364,2011064118,2011,1,1,1,1,999,0
8365,2011064118,2011,3,1,5,1,35,0
8366,2011064119,2011,1,6,12,5,15,0
8367,2011064119,2011,2,1,2,15,5,0
8368,2011064120,2011,1,1,1,1,999,0
8369,2011064120,2011,2,3,39,12,999,0
8370,2011064120,2011,3,3,39,3,0,0
8371,2011064121,2011,1,1,2,16,999,0
8372,2011064122,2011,1,1,4,1,999,0
8373,2011064122,2011,2,1,4,1,999,0
8374,2011064123,2011,1,7,41,1,999,0
8375,2011064123,2011,2,7,41,1,999,0
8376,2011064124,2011,1,4,51,1,25,0
8377,2011064124,2011,2,1,4,12,25,0
8378,2011064125,2011,1,1,9,14,999,0
8379,2011064125,2011,2,,,,,0
8380,2011064126,2011,1,1,4,1,999,0
8381,2011064126,2011,2,7,12,13,999,0
8382,2011064127,2011,1,1,4,12,999,0
8383,2011064127,2011,2,6,19,1,999,0
8384,2011064128,2011,1,1,4,98,50,0
8385,2011064128,2011,2,1,4,6,0,0
8386,2011064128,2011,3,4,51,6,0,0
8387,2011064129,2011,1,1,4,98,10,0
8388,2011064129,2011,2,1,4,1,15,0
8389,2011064130,2011,1,1,15,98,10,0
8390,2011064130,2011,2,1,15,6,0,0
8391,2011064131,2011,1,6,15,1,25,0
8392,2011064131,2011,2,2,23,1,55,0
8393,2011064132,2011,1,,,,,0
8394,2011064132,2011,2,3,39,1,999,0
8395,2011064133,2011,1,1,4,1,999,0
8396,2011064133,2011,2,7,41,6,0,0
8397,2011064133,2011,3,6,12,6,0,0
8398,2011064134,2011,1,7,12,1,999,0
8399,2011064134,2011,2,,,,,0
8400,2011064135,2011,1,1,4,1,999,0
8401,2011064135,2011,2,20,,1,999,0
8402,2011064136,2011,1,7,12,10,20,0
8403,2011064136,2011,2,,,,,0
8404,2011064137,2011,1,1,15,10,999,0
8405,2011064137,2011,2,1,4,2,999,0
8406,2011064139,2011,1,1,4,1,999,0
8407,2011064139,2011,2,1,4,1,999,0
8408,2011064140,2011,1,6,15,1,725,0
8409,2011064141,2011,1,6,15,1,999,0
8410,2011064141,2011,2,,,,,0
8411,2011064142,2011,1,,,,,0
8412,2011064142,2011,2,1,4,1,999,0
8413,2011064143,2011,1,7,49,99,999,0
8414,2011064143,2011,2,1,4,99,999,0
8415,2011064144,2011,1,2,29,99,999,0
8416,2011064144,2011,2,,,,,0
8417,2011064145,2011,1,1,4,1,999,0
8418,2011064145,2011,2,1,15,2,999,0
8419,2011064146,2011,1,1,4,1,999,0
8420,2011064146,2011,2,1,4,1,999,0
8421,2011064147,2011,1,1,9,12,999,1
8422,2011064147,2011,2,1,4,1,999,1
8423,2011064148,2011,1,1,4,1,999,0
8424,2011064148,2011,2,,,,,0
8425,2011064149,2011,1,1,4,1,999,0
8426,2011064149,2011,2,,,,,0
8427,2011064150,2011,1,1,9,1,999,0
8428,2011064150,2011,2,,,,,0
8429,2011064151,2011,1,6,15,1,999,0
8430,2011064151,2011,2,1,4,1,999,0
8431,2011064151,2011,3,1,4,1,999,0
8432,2011064151,2011,4,1,6,1,999,0
8433,2011064152,2011,1,1,12,1,999,0
8434,2011064152,2011,2,,,,,0
8435,2011064153,2011,1,4,51,1,999,0
8436,2011064153,2011,2,5,51,1,35,0
8437,2011064153,2011,3,1,4,98,0,0
8438,2011064154,2011,1,1,4,1,999,0
8439,2011064154,2011,2,1,4,1,20,0
8440,2011064155,2011,1,4,51,1,999,0
8441,2011064155,2011,2,1,4,1,999,0
8442,2011064156,2011,1,1,4,1,999,0
8443,2011064156,2011,2,1,4,12,40,0
8444,2011064157,2011,1,1,15,1,999,0
8445,2011064157,2011,2,1,4,12,999,0
8446,2011064158,2011,1,1,4,1,999,0
8447,2011064158,2011,2,,,,,0
8448,2011064159,2011,1,4,51,1,999,0
8449,2011064159,2011,2,1,4,1,999,0
8450,2011064160,2011,1,1,4,17,999,0
8451,2011064160,2011,2,2,20,17,999,0
8452,2011064161,2011,1,1,6,14,999,0
8453,2011064161,2011,2,,,,,0
8454,2011064162,2011,1,1,4,5,10,0
8455,2011064162,2011,2,2,28,1,20,0
8456,2011064162,2011,3,6,15,6,0,0
8457,2011064163,2011,1,6,15,1,999,0
8458,2011064163,2011,2,1,4,6,0,0
8459,2011064164,2011,1,1,9,1,999,0
8460,2011064164,2011,2,1,15,12,999,0
8461,2011064164,2011,3,1,9,99,999,0
8462,2011064165,2011,1,1,9,16,999,0
8463,2011064165,2011,2,1,2,16,999,0
8464,2011064166,2011,1,1,5,12,999,0
8465,2011064166,2011,2,1,4,1,999,0
8466,2011064167,2011,1,6,15,1,999,0
8467,2011064167,2011,2,2,25,4,999,0
8468,2011064168,2011,1,4,15,1,999,0
8469,2011064168,2011,2,1,4,1,999,0
8470,2011064169,2011,1,1,4,1,35,0
8471,2011064169,2011,2,1,4,3,0,0
8472,2011064170,2011,1,6,15,1,999,0
8473,2011064170,2011,2,7,49,1,999,0
8474,2011064171,2011,1,2,29,1,999,0
8475,2011064171,2011,2,4,51,1,999,0
8476,2011064172,2011,1,7,12,99,999,0
8477,2011064173,2011,1,1,3,1,65,0
8478,2011064173,2011,2,6,15,1,999,0
8479,2011064174,2011,1,1,4,1,999,0
8480,2011064174,2011,2,1,15,1,999,0
8481,2011064174,2011,3,4,51,6,0,0
8482,2011064174,2011,4,1,4,6,0,0
8483,2011064175,2011,1,1,4,1,999,0
8484,2011064175,2011,2,1,15,1,999,0
8485,2011064176,2011,1,1,9,1,999,0
8486,2011064176,2011,2,,,,,0
8487,2011064177,2011,1,1,4,1,999,0
8488,2011064177,2011,2,,,,,0
8489,2011064178,2011,1,1,15,1,999,0
8490,2011064178,2011,2,4,51,12,999,0
8491,2011064179,2011,1,4,51,1,999,0
8492,2011064180,2011,1,1,4,12,20,0
8493,2011064180,2011,2,7,41,3,0,0
8494,2011064181,2011,1,1,4,1,999,0
8495,2011064181,2011,2,1,4,12,999,0
8496,2011064182,2011,1,1,15,1,999,0
8497,2011064182,2011,2,1,15,1,999,0
8498,2011064183,2011,1,1,4,17,999,0
8499,2011064184,2011,1,1,4,1,999,0
8500,2011064184,2011,2,1,9,1,999,0
8501,2011064184,2011,3,1,4,1,999,0
8502,2011064184,2011,4,1,4,1,999,0
8503,2011064185,2011,1,1,4,10,999,0
8504,2011064185,2011,2,1,4,1,999,0
8505,2011064186,2011,1,1,6,16,999,0
8506,2011064187,2011,1,1,4,1,999,0
8507,2011064187,2011,2,3,51,1,999,0
8508,2011064188,2011,1,99,,15,999,0
8509,2011064188,2011,2,1,4,1,999,0
8510,2011064189,2011,1,1,4,1,25,0
8511,2011064189,2011,2,1,4,3,0,0
8512,2011064190,2011,1,1,4,1,999,0
8513,2011064190,2011,2,1,15,1,999,0
8514,2011064191,2011,1,4,51,99,999,0
8515,2011064191,2011,2,1,4,1,999,0
8516,2011064192,2011,1,1,4,98,50,0
8517,2011064192,2011,2,1,5,6,0,0
8518,2011064192,2011,3,6,15,6,0,0
8519,2011064192,2011,4,4,51,6,0,0
8520,2011064193,2011,1,1,4,12,999,0
8521,2011064193,2011,2,1,4,1,999,0
8522,2011064194,2011,1,1,4,99,999,0
8523,2011064195,2011,1,1,4,1,999,0
8524,2011064196,2011,1,1,4,1,999,0
8525,2011064196,2011,2,6,15,13,999,0
8526,2011064197,2011,1,1,15,1,999,0
8527,2011064198,2011,1,1,4,1,999,0
8528,2011064198,2011,2,,,,,0
8529,2011064199,2011,1,1,4,1,25,0
8530,2011064199,2011,2,6,15,2,10,0
8531,2011064199,2011,3,7,41,1,20,0
8532,2011064200,2011,1,99,,1,999,0
8533,2011064200,2011,2,,,,,0
8534,2011064201,2011,1,20,,1,999,0
8535,2011064201,2011,2,1,9,6,0,0
8536,2011064398,2011,1,7,73,15,999,0
8537,2011064398,2011,2,1,3,2,999,0
8538,2011064454,2011,1,1,4,1,55,0
8539,2011064456,2011,1,1,4,15,999,0
8540,2011064456,2011,2,5,73,1,999,0
8541,2011064457,2011,1,2,28,1,55,0
8542,2011064503,2011,1,1,4,12,999,0
8543,2011064503,2011,2,6,15,1,999,0
8544,2011064577,2011,1,1,9,1,3,0
8545,2011064577,2011,2,1,4,2,999,0
8546,2011064699,2011,1,7,12,12,999,0
8547,2011064699,2011,2,1,2,1,999,0
8548,2011064728,2011,1,4,51,1,55,0
8549,2011064768,2011,1,1,4,1,999,0
8550,2011064768,2011,2,2,20,4,999,0
8551,2011064886,2011,1,5,73,1,45,0
8552,2011064888,2011,1,1,4,15,55,0
8553,2011064889,2011,1,1,2,15,45,0
8554,2011064978,2011,1,5,51,1,999,0
8555,2011064978,2011,2,1,4,3,0,0
8556,2011065250,2011,1,1,4,1,25,1
8557,2011065250,2011,2,18,,3,0,1
8558,2011065251,2011,1,99,,4,999,0
8559,2011065251,2011,2,1,4,1,50,0
8560,2011065280,2011,1,99,,14,999,0
8561,2011065280,2011,2,,,,,0
8562,2011065280,2011,3,,,,,0
8563,2011065281,2011,1,1,2,12,999,0
8564,2011065281,2011,2,1,4,1,999,0
8565,2011065360,2011,1,1,4,1,999,0
8566,2011065360,2011,2,1,4,12,999,0
8567,2011065480,2011,1,1,4,1,65,0
8568,2011065481,2011,1,1,4,1,50,0
8569,2011065481,2011,2,1,6,1,50,0
8570,2011065481,2011,3,1,4,1,50,0
8571,2011065482,2011,1,1,4,1,20,0
8572,2011065482,2011,2,6,15,3,0,0
8573,2011065483,2011,1,1,6,1,60,0
8574,2011065483,2011,2,6,15,1,50,0
8575,2011065484,2011,1,1,4,1,55,0
8576,2011065484,2011,2,6,15,1,50,0
8577,2011065501,2011,1,6,19,1,999,0
8578,2011065501,2011,2,6,15,1,30,0
8579,2011065502,2011,1,1,2,12,999,0
8580,2011065502,2011,2,1,4,1,999,0
8581,2011065503,2011,1,1,4,1,25,0
8582,2011065503,2011,2,1,4,3,0,0
8583,2011065503,2011,3,1,4,3,0,0
8584,2011065503,2011,4,6,15,3,0,0
8585,2011065503,2011,5,1,4,3,0,0
8586,2011065504,2011,1,1,4,1,10,0
8587,2011065504,2011,2,7,6,1,5,0
8588,2011065506,2011,1,1,4,1,999,0
8589,2011065506,2011,2,20,,1,999,0
8590,2011065507,2011,1,2,20,4,999,0
8591,2011065507,2011,2,6,15,12,999,0
8592,2011065509,2011,1,1,4,1,5,0
8593,2011065509,2011,2,20,,1,999,0
8594,2011065510,2011,1,1,4,1,30,1
8595,2011065510,2011,2,,,,,1
8596,2011065511,2011,1,6,19,10,999,0
8597,2011065511,2011,2,,,,,0
8598,2011065512,2011,1,1,4,1,999,1
8599,2011065512,2011,2,1,4,6,0,1
8600,2011065512,2011,3,1,4,6,0,1
8601,2011065513,2011,1,1,4,1,999,0
8602,2011065513,2011,2,6,15,1,15,0
8603,2011065514,2011,1,4,41,2,999,1
8604,2011065514,2011,2,1,4,3,0,1
8605,2011065514,2011,3,1,4,3,0,1
8606,2011065515,2011,1,1,4,98,15,0
8607,2011065515,2011,2,1,4,6,0,0
8608,2011065515,2011,3,1,4,6,0,0
8609,2011065515,2011,4,7,73,6,0,0
8610,2011065516,2011,1,1,9,1,999,0
8611,2011065516,2011,2,,,,,0
8612,2011065517,2011,1,6,15,1,999,0
8613,2011065517,2011,2,7,41,12,999,0
8614,2011065518,2011,1,1,4,1,999,0
