OBJECTID,CRN,CRASH_YEAR,UNIT_NUM,VEH_TYPE,BODY_TYPE,VEH_MOVEMENT,TRAVEL_SPD,VEHICLE_FAILURE
53281,2013055392,2013,1,1,4,12,999,0
53282,2013055392,2013,2,1,4,1,999,0
53283,2013055393,2013,1,1,4,1,20,0
53284,2013055393,2013,2,4,51,14,5,0
53285,2013055394,2013,1,1,4,1,999,0
53286,2013055394,2013,2,7,41,6,0,0
53287,2013055395,2013,1,1,4,1,999,0
53288,2013055395,2013,2,1,4,1,999,0
53289,2013055396,2013,1,6,15,1,999,0
53290,2013055396,2013,2,1,6,1,999,0
53291,2013055397,2013,1,4,51,1,999,0
53292,2013055398,2013,1,1,4,16,999,0
53293,2013055398,2013,2,1,4,6,0,0
53294,2013055398,2013,3,4,51,6,0,0
53295,2013055398,2013,4,1,2,17,999,0
53296,2013055398,2013,5,1,9,6,0,0
53297,2013055399,2013,1,4,69,1,999,0
53298,2013055399,2013,2,4,51,1,999,0
53299,2013055400,2013,1,1,4,1,35,0
53300,2013055400,2013,2,1,9,1,999,0
53301,2013055401,2013,1,6,15,1,999,0
53302,2013055401,2013,2,,,,,0
53303,2013055402,2013,1,1,9,1,999,0
53304,2013055402,2013,2,1,4,1,999,0
53305,2013055403,2013,1,1,4,10,999,0
53306,2013055403,2013,2,20,,1,999,0
53307,2013055404,2013,1,1,2,1,999,0
53308,2013055404,2013,2,1,4,1,999,0
53309,2013055405,2013,1,,,,,0
53310,2013055405,2013,2,6,15,1,999,0
53311,2013055406,2013,1,1,4,1,999,0
53312,2013055406,2013,2,1,4,6,0,0
53313,2013055406,2013,3,4,15,6,0,0
53314,2013055407,2013,1,6,15,12,999,0
53315,2013055407,2013,2,,,,,0
53316,2013055408,2013,1,1,4,1,999,0
53317,2013055409,2013,1,6,15,1,999,0
53318,2013055409,2013,2,25,,3,0,0
53319,2013055410,2013,1,6,15,1,999,0
53320,2013055410,2013,2,1,4,1,999,0
53321,2013055411,2013,1,1,15,1,25,0
53322,2013055411,2013,2,1,15,6,0,0
53323,2013055411,2013,3,4,41,6,0,0
53324,2013055412,2013,1,1,4,1,999,0
53325,2013055412,2013,2,1,9,1,999,0
53326,2013055415,2013,1,1,4,10,15,0
53327,2013055415,2013,2,1,9,10,15,0
53328,2013055416,2013,1,1,9,1,999,0
53329,2013055416,2013,2,1,4,1,999,0
53330,2013055417,2013,1,1,4,1,999,0
53331,2013055417,2013,2,,,,,0
53332,2013055418,2013,1,1,2,12,999,0
53333,2013055418,2013,2,1,4,3,0,0
53334,2013055419,2013,1,6,15,1,999,0
53335,2013055420,2013,1,1,9,99,999,0
53336,2013055420,2013,2,7,12,99,999,0
53337,2013055421,2013,1,20,,1,999,0
53338,2013055421,2013,2,6,15,1,25,0
53339,2013055422,2013,1,4,15,1,999,0
53340,2013055422,2013,2,5,75,6,0,0
53341,2013055423,2013,1,1,4,12,999,0
53342,2013055423,2013,2,1,3,1,999,0
53343,2013055424,2013,1,4,51,1,999,0
53344,2013055425,2013,1,1,9,12,10,0
53345,2013055425,2013,2,,,,,0
53346,2013055426,2013,1,6,15,1,999,0
53347,2013055426,2013,2,4,51,1,999,0
53348,2013055427,2013,1,1,4,1,999,0
53349,2013055427,2013,2,1,6,1,999,0
53350,2013055428,2013,1,1,2,1,999,0
53351,2013055428,2013,2,6,15,2,999,0
53352,2013055429,2013,1,1,4,1,20,0
53353,2013055429,2013,2,1,,1,10,0
53354,2013055430,2013,1,1,4,98,999,0
53355,2013055430,2013,2,1,4,98,999,0
53356,2013055431,2013,1,1,4,1,25,0
53357,2013055431,2013,2,1,4,1,25,0
53358,2013055432,2013,1,1,9,1,999,0
53359,2013055432,2013,2,1,5,1,999,0
53360,2013055433,2013,1,1,4,14,999,0
53361,2013055433,2013,2,,,,,0
53362,2013055434,2013,1,1,4,1,999,0
53363,2013055434,2013,2,1,4,1,999,0
53364,2013055434,2013,3,1,4,6,0,0
53365,2013055434,2013,4,1,4,6,0,0
53366,2013055435,2013,1,6,15,1,25,0
53367,2013055435,2013,2,1,4,6,0,0
53368,2013055435,2013,3,4,69,6,0,0
53369,2013055436,2013,1,1,6,1,999,0
53370,2013055436,2013,2,1,4,12,999,0
53371,2013055437,2013,1,1,4,15,999,0
53372,2013055437,2013,2,6,15,1,999,0
53373,2013055438,2013,1,1,4,17,999,0
53374,2013055439,2013,1,1,15,1,999,0
53375,2013055439,2013,2,1,15,99,25,0
53376,2013055440,2013,1,1,4,16,30,0
53377,2013055440,2013,2,1,4,6,0,0
53378,2013055441,2013,1,6,15,1,999,0
53379,2013055441,2013,2,20,,1,999,0
53380,2013055443,2013,1,1,4,1,999,0
53381,2013055443,2013,2,4,51,10,999,0
53382,2013055443,2013,3,1,4,6,0,0
53383,2013055444,2013,1,1,4,1,999,0
53384,2013055445,2013,1,1,4,16,999,1
53385,2013055445,2013,2,1,4,16,999,1
53386,2013055445,2013,3,1,12,16,999,1
53387,2013055446,2013,1,4,15,4,999,0
53388,2013055446,2013,2,5,75,1,99,0
53389,2013055446,2013,3,1,9,3,99,0
53390,2013055447,2013,1,1,4,1,30,0
53391,2013055447,2013,2,1,9,99,999,0
53392,2013055448,2013,1,1,4,1,25,0
53393,2013055448,2013,2,1,4,13,999,0
53394,2013055449,2013,1,1,4,15,999,0
53395,2013055449,2013,2,1,2,1,10,0
53396,2013055450,2013,1,1,4,1,999,0
53397,2013055450,2013,2,3,39,1,999,0
53398,2013055451,2013,1,4,51,12,999,0
53399,2013055451,2013,2,,,,,0
53400,2013055452,2013,1,1,4,1,999,0
53401,2013055452,2013,2,1,15,1,999,0
53402,2013055452,2013,3,1,4,1,999,0
53403,2013055453,2013,1,6,19,1,999,0
53404,2013055453,2013,2,6,15,4,999,0
53405,2013055454,2013,1,4,15,1,999,0
53406,2013055454,2013,2,1,4,13,999,0
53407,2013055456,2013,1,1,4,12,999,0
53408,2013055456,2013,2,1,4,1,999,0
53409,2013055457,2013,1,99,,99,999,0
53410,2013055457,2013,2,1,4,3,0,0
53411,2013055457,2013,3,1,4,3,0,0
53412,2013055458,2013,1,1,4,1,25,0
53413,2013055458,2013,2,1,4,1,25,0
53414,2013055459,2013,1,1,9,1,999,0
53415,2013055459,2013,2,,,,,0
53416,2013055460,2013,1,1,4,1,999,0
53417,2013055460,2013,2,,,,,0
53418,2013055461,2013,1,6,15,16,999,0
53419,2013055461,2013,2,4,51,17,999,0
53420,2013055462,2013,1,20,,1,999,0
53421,2013055462,2013,2,1,4,4,25,0
53422,2013055463,2013,1,6,15,12,5,0
53423,2013055463,2013,2,,,,,0
53424,2013055464,2013,1,1,5,12,999,0
53425,2013055464,2013,2,1,15,1,999,0
53426,2013055465,2013,1,1,4,1,999,0
53427,2013055465,2013,2,1,4,1,999,0
53428,2013055466,2013,1,1,3,99,999,0
53429,2013055467,2013,1,6,15,1,999,0
53430,2013055467,2013,2,1,4,1,999,0
53431,2013055468,2013,1,1,4,1,999,0
53432,2013055468,2013,2,1,4,6,0,0
53433,2013055468,2013,3,1,4,6,0,0
53434,2013055468,2013,4,6,15,6,0,0
53435,2013055469,2013,1,4,69,1,999,0
53436,2013055469,2013,2,20,,1,999,0
53437,2013055470,2013,1,7,12,1,999,0
53438,2013055470,2013,2,6,15,7,999,0
53439,2013055471,2013,1,1,5,1,999,0
53440,2013055472,2013,1,1,4,1,999,0
53441,2013055472,2013,2,20,,4,999,0
53442,2013055473,2013,1,,,,,0
53443,2013055473,2013,2,1,5,1,999,0
53444,2013055474,2013,1,1,6,1,999,0
53445,2013055474,2013,2,,,,,0
53446,2013055474,2013,3,,,,,0
53447,2013055475,2013,1,1,4,1,999,0
53448,2013055475,2013,2,1,9,12,999,0
53449,2013055476,2013,1,6,15,1,999,0
53450,2013055476,2013,2,6,15,1,999,0
53451,2013055477,2013,1,6,15,1,999,0
53452,2013055477,2013,2,6,4,1,999,0
53453,2013055478,2013,1,6,15,1,999,0
53454,2013055479,2013,1,1,15,16,999,0
53455,2013055480,2013,1,3,39,1,999,0
53456,2013055480,2013,2,1,4,3,0,0
53457,2013055481,2013,1,1,4,12,999,0
53458,2013055481,2013,2,6,15,1,999,0
53459,2013055482,2013,1,1,4,1,25,0
53460,2013055482,2013,2,7,49,1,999,0
53461,2013055483,2013,1,1,4,1,999,0
53462,2013055483,2013,2,,,,,0
53463,2013055484,2013,1,5,51,1,999,1
53464,2013055484,2013,2,6,15,1,999,1
53465,2013055484,2013,3,6,15,3,0,1
53466,2013055485,2013,1,1,4,1,35,0
53467,2013055485,2013,2,1,4,6,0,0
53468,2013055485,2013,3,1,4,6,0,0
53469,2013055486,2013,1,1,4,17,999,0
53470,2013055486,2013,2,7,12,16,999,0
53471,2013055487,2013,1,3,69,1,999,0
53472,2013055487,2013,2,12,,6,0,0
53473,2013055488,2013,1,1,4,1,999,0
53474,2013055488,2013,2,7,41,1,999,0
53475,2013055489,2013,1,,,,,0
53476,2013055489,2013,2,99,,1,999,0
53477,2013055490,2013,1,4,51,1,999,0
53478,2013055490,2013,2,6,15,99,999,0
53479,2013055491,2013,1,1,9,1,999,0
53480,2013055491,2013,2,2,20,12,999,0
53481,2013055492,2013,1,99,,1,999,0
53482,2013055492,2013,2,,,,,0
53483,2013055493,2013,1,6,15,12,999,0
53484,2013055493,2013,2,1,4,1,999,0
53485,2013055495,2013,1,1,4,1,999,0
53486,2013055495,2013,2,20,,1,999,0
53487,2013055496,2013,1,4,15,5,999,1
53488,2013055496,2013,2,6,15,6,0,1
53489,2013055497,2013,1,4,51,99,999,0
53490,2013055498,2013,1,7,41,1,999,0
53491,2013055498,2013,2,1,4,10,999,0
53492,2013055499,2013,1,1,4,1,40,0
53493,2013055499,2013,2,6,15,1,999,0
53494,2013055500,2013,1,1,2,1,999,1
53495,2013055501,2013,1,1,4,11,35,0
53496,2013055501,2013,2,6,15,1,40,0
53497,2013055504,2013,1,1,4,1,999,0
53498,2013055504,2013,2,,,,,0
53499,2013055505,2013,1,4,51,15,999,0
53500,2013055505,2013,2,1,12,1,999,0
53501,2013055506,2013,1,,,,,0
53502,2013055506,2013,2,6,15,1,20,0
53503,2013055507,2013,1,1,4,98,50,1
53504,2013055507,2013,2,6,15,1,25,1
53505,2013055508,2013,1,1,4,1,15,0
53506,2013055508,2013,2,4,51,6,0,0
53507,2013055509,2013,1,1,4,1,999,0
53508,2013055509,2013,2,1,5,3,0,0
53509,2013055510,2013,1,4,41,1,999,0
53510,2013055510,2013,2,4,51,3,0,0
53511,2013055511,2013,1,6,15,1,999,0
53512,2013055511,2013,2,7,12,1,999,0
53513,2013055512,2013,1,1,4,1,999,0
53514,2013055512,2013,2,1,2,3,0,0
53515,2013055513,2013,1,1,4,1,999,0
53516,2013055513,2013,2,1,12,1,999,0
53517,2013055515,2013,1,1,9,1,999,0
53518,2013055515,2013,2,6,15,3,0,0
53519,2013055516,2013,1,1,4,16,999,0
53520,2013055518,2013,1,6,15,10,999,0
53521,2013055518,2013,2,,,,,0
53522,2013055519,2013,1,1,4,1,25,0
53523,2013055519,2013,2,1,4,12,15,0
53524,2013055520,2013,1,1,4,2,10,1
53525,2013055520,2013,2,4,73,3,0,1
53526,2013055521,2013,1,7,41,1,999,0
53527,2013055522,2013,1,1,4,1,999,0
53528,2013055523,2013,1,1,4,1,999,0
53529,2013055523,2013,2,1,4,10,999,0
53530,2013055524,2013,1,1,2,16,999,0
53531,2013055525,2013,1,3,39,10,999,0
53532,2013055525,2013,2,4,41,3,0,0
53533,2013055526,2013,1,1,4,4,999,0
53534,2013055526,2013,2,1,9,4,999,0
53535,2013055526,2013,3,1,4,6,0,0
53536,2013055527,2013,1,1,4,1,15,0
53537,2013055527,2013,2,,,,,0
53538,2013055528,2013,1,6,15,1,999,0
53539,2013055528,2013,2,1,4,1,999,0
53540,2013055529,2013,1,1,15,5,999,0
53541,2013055529,2013,2,20,,1,999,0
53542,2013055530,2013,1,20,,1,999,0
53543,2013055530,2013,2,1,4,1,999,0
53544,2013055531,2013,1,1,4,8,25,0
53545,2013055531,2013,2,6,15,6,0,0
53546,2013055531,2013,3,1,4,6,0,0
53547,2013055532,2013,1,4,51,1,25,0
53548,2013055532,2013,2,6,15,6,0,0
53549,2013055533,2013,1,4,51,1,999,0
53550,2013055533,2013,2,1,4,6,0,0
53551,2013055534,2013,1,1,4,10,99,0
53552,2013055534,2013,2,,,,,0
53553,2013055535,2013,1,25,,1,999,1
53554,2013055535,2013,2,1,15,13,15,1
53555,2013055536,2013,1,1,9,17,35,0
53556,2013055537,2013,1,1,15,1,999,0
53557,2013055537,2013,2,20,,1,999,0
53558,2013055538,2013,1,6,15,1,35,0
53559,2013055538,2013,2,5,51,12,999,0
53560,2013055539,2013,1,1,4,1,15,0
53561,2013055539,2013,2,1,2,10,5,0
53562,2013055540,2013,1,1,9,1,999,0
53563,2013055540,2013,2,,,,,0
53564,2013055541,2013,1,1,2,12,999,0
53565,2013055541,2013,2,6,15,1,999,0
53566,2013055542,2013,1,1,4,1,35,0
53567,2013055542,2013,2,7,12,1,25,0
53568,2013055543,2013,1,6,15,12,999,0
53569,2013055543,2013,2,1,2,6,0,0
53570,2013055543,2013,3,6,15,6,0,0
53571,2013055544,2013,1,4,51,1,35,1
53572,2013055544,2013,2,6,15,1,35,1
53573,2013055544,2013,3,7,12,2,999,1
53574,2013055544,2013,4,6,15,1,35,1
53575,2013055544,2013,5,1,4,3,0,1
53576,2013055545,2013,1,1,4,1,20,0
53577,2013055546,2013,1,1,4,1,999,0
53578,2013055546,2013,2,1,4,1,999,0
53579,2013055547,2013,1,1,4,1,25,0
53580,2013055547,2013,2,1,4,1,999,0
53581,2013055548,2013,1,1,4,1,999,0
53582,2013055548,2013,2,,,,,0
53583,2013055549,2013,1,6,15,1,999,0
53584,2013055549,2013,2,1,4,1,999,0
53585,2013055550,2013,1,1,2,1,999,0
53586,2013055550,2013,2,1,4,3,0,0
53587,2013055551,2013,1,4,51,13,10,0
53588,2013055551,2013,2,1,2,1,30,0
53589,2013055552,2013,1,1,4,1,999,0
53590,2013055552,2013,2,,,,,0
53591,2013055553,2013,1,1,4,1,999,0
53592,2013055553,2013,2,1,3,13,999,0
53593,2013055554,2013,1,4,51,12,999,0
53594,2013055554,2013,2,,,,,0
53595,2013055555,2013,1,1,9,1,999,0
53596,2013055555,2013,2,1,4,3,0,0
53597,2013055556,2013,1,1,4,1,999,0
53598,2013055556,2013,2,1,4,99,999,0
53599,2013055557,2013,1,7,12,1,45,1
53600,2013055557,2013,2,1,4,12,10,1
53601,2013055558,2013,1,1,4,4,999,0
53602,2013055558,2013,2,1,4,10,25,0
53603,2013055559,2013,1,4,51,1,999,0
53604,2013055559,2013,2,4,41,1,999,0
53605,2013055559,2013,3,1,4,6,0,0
53606,2013055560,2013,1,1,4,1,999,0
53607,2013055560,2013,2,1,4,12,999,0
53608,2013055561,2013,1,1,2,1,999,0
53609,2013055561,2013,2,99,,2,999,0
53610,2013055562,2013,1,1,4,11,999,0
53611,2013055562,2013,2,1,4,1,999,0
53612,2013055563,2013,1,1,4,17,999,0
53613,2013055563,2013,2,6,15,6,0,0
53614,2013055564,2013,1,6,15,12,999,1
53615,2013055564,2013,2,1,4,3,0,1
53616,2013055565,2013,1,1,9,17,999,0
53617,2013055566,2013,1,1,15,1,999,0
53618,2013055566,2013,2,1,4,3,0,0
53619,2013055567,2013,1,6,15,1,999,0
53620,2013055567,2013,2,7,41,3,0,0
53621,2013055567,2013,3,1,4,3,0,0
53622,2013055568,2013,1,1,4,1,15,0
53623,2013055568,2013,2,,,,,0
53624,2013055569,2013,1,4,51,10,999,0
53625,2013055569,2013,2,3,39,3,0,0
53626,2013055571,2013,1,1,4,1,35,0
53627,2013055571,2013,2,7,12,1,25,0
53628,2013055572,2013,1,1,4,15,25,0
53629,2013055572,2013,2,7,12,1,999,0
53630,2013055572,2013,3,1,4,6,0,0
53631,2013055573,2013,1,20,,1,999,0
53632,2013055573,2013,2,1,4,1,5,0
53633,2013055574,2013,1,6,15,1,999,0
53634,2013055574,2013,2,1,4,1,999,0
53635,2013055574,2013,3,1,4,6,0,0
53636,2013055574,2013,4,1,4,6,0,0
53637,2013055574,2013,5,1,4,6,0,0
53638,2013055575,2013,1,1,4,1,999,0
53639,2013055575,2013,2,1,4,6,0,0
53640,2013055576,2013,1,6,15,12,999,0
53641,2013055576,2013,2,2,28,1,999,0
53642,2013055577,2013,1,1,4,1,999,0
53643,2013055577,2013,2,6,12,1,999,0
53644,2013055578,2013,1,1,4,1,999,0
53645,2013055578,2013,2,6,15,12,999,0
53646,2013055579,2013,1,1,4,1,999,1
53647,2013055580,2013,1,6,15,4,30,0
53648,2013055580,2013,2,6,15,98,10,0
53649,2013055581,2013,1,1,4,1,25,0
53650,2013055581,2013,2,1,4,1,15,0
53651,2013055582,2013,1,,,,,0
53652,2013055582,2013,2,1,4,1,15,0
53653,2013055583,2013,1,1,4,1,999,0
53654,2013055583,2013,2,7,41,1,999,0
53655,2013055584,2013,1,1,5,1,999,0
53656,2013055584,2013,2,1,4,1,999,0
53657,2013055585,2013,1,1,4,12,999,0
53658,2013055585,2013,2,1,4,1,999,0
53659,2013055586,2013,1,6,15,2,999,0
53660,2013055586,2013,2,1,4,12,999,0
53661,2013055587,2013,1,1,4,12,999,0
53662,2013055587,2013,2,,,,,0
53663,2013055588,2013,1,1,4,1,999,0
53664,2013055588,2013,2,1,4,1,999,0
53665,2013055589,2013,1,1,6,1,999,0
53666,2013055589,2013,2,6,15,1,999,0
53667,2013055590,2013,1,1,4,1,999,0
53668,2013055590,2013,2,6,15,1,999,0
53669,2013055590,2013,3,1,4,1,999,0
53670,2013055591,2013,1,6,15,1,999,0
53671,2013055591,2013,2,6,15,3,0,0
53672,2013055592,2013,1,1,4,1,999,0
53673,2013055592,2013,2,1,15,1,999,0
53674,2013055593,2013,1,1,4,1,40,0
53675,2013055593,2013,2,1,4,6,0,0
53676,2013055594,2013,1,1,4,98,999,0
53677,2013055594,2013,2,1,4,16,999,0
53678,2013055594,2013,3,1,4,98,999,0
53679,2013055595,2013,1,4,51,1,999,0
53680,2013055595,2013,2,4,51,2,999,0
53681,2013055597,2013,1,1,4,1,25,0
53682,2013055597,2013,2,,,,,0
53683,2013055598,2013,1,1,4,1,999,0
53684,2013055598,2013,2,1,6,1,999,0
53685,2013055599,2013,1,1,4,1,1,0
53686,2013055599,2013,2,1,4,3,0,0
53687,2013055600,2013,1,1,4,11,999,0
53688,2013055600,2013,2,,,,,0
53689,2013055601,2013,1,1,5,1,999,0
53690,2013055601,2013,2,7,41,1,999,0
53691,2013055601,2013,3,1,4,1,999,0
53692,2013055602,2013,1,1,4,1,999,1
53693,2013055603,2013,1,4,51,1,999,0
53694,2013055603,2013,2,6,15,3,0,0
53695,2013055604,2013,1,6,15,17,70,0
53696,2013055605,2013,1,5,75,8,999,0
53697,2013055606,2013,1,3,39,12,999,0
53698,2013055606,2013,2,1,4,12,999,0
53699,2013055607,2013,1,6,15,4,999,0
53700,2013055607,2013,2,,,,,0
53701,2013055608,2013,1,1,4,99,999,0
53702,2013055608,2013,2,20,,1,999,0
53703,2013055609,2013,1,1,4,1,999,0
53704,2013055609,2013,2,1,4,12,999,0
53705,2013055610,2013,1,20,,2,999,0
53706,2013055610,2013,2,1,4,2,20,0
53707,2013055611,2013,1,6,15,1,5,0
53708,2013055611,2013,2,1,15,2,999,0
53709,2013055612,2013,1,7,41,1,999,0
53710,2013055612,2013,2,1,4,12,999,0
53711,2013055613,2013,1,4,15,1,999,0
53712,2013055613,2013,2,,,,,0
53713,2013055614,2013,1,6,15,16,35,0
53714,2013055615,2013,1,1,4,1,15,0
53715,2013055615,2013,2,1,4,1,5,0
53716,2013055616,2013,1,1,4,1,25,0
53717,2013055616,2013,2,1,4,1,25,0
53718,2013055617,2013,1,1,4,4,25,0
53719,2013055617,2013,2,6,15,1,25,0
53720,2013055618,2013,1,1,4,1,999,0
53721,2013055618,2013,2,1,4,13,10,0
53722,2013055619,2013,1,1,4,1,999,0
53723,2013055619,2013,2,,,,,0
53724,2013055620,2013,1,4,75,13,15,0
53725,2013055620,2013,2,,,,,0
53726,2013055621,2013,1,1,4,1,999,0
53727,2013055621,2013,2,20,,2,999,0
53728,2013055622,2013,1,6,15,1,25,0
53729,2013055622,2013,2,7,12,1,5,0
53730,2013055623,2013,1,7,12,1,999,0
53731,2013055623,2013,2,20,,1,999,0
53732,2013055624,2013,1,4,51,1,999,0
53733,2013055624,2013,2,1,4,3,0,0
53734,2013055625,2013,1,1,15,12,999,0
53735,2013055625,2013,2,,,,,0
53736,2013055626,2013,1,1,4,16,999,0
53737,2013055627,2013,1,4,51,1,999,0
53738,2013055627,2013,2,1,15,1,999,0
53739,2013055627,2013,3,1,15,1,999,0
53740,2013055628,2013,1,1,4,1,20,0
53741,2013055628,2013,2,1,4,12,15,0
53742,2013055629,2013,1,4,41,1,30,0
53743,2013055629,2013,2,1,4,1,20,0
53744,2013055630,2013,1,7,12,1,999,0
53745,2013055630,2013,2,7,12,1,999,0
53746,2013055631,2013,1,7,12,1,999,0
53747,2013055631,2013,2,6,15,1,999,0
53748,2013055632,2013,1,6,15,1,999,0
53749,2013055632,2013,2,,,,,0
53750,2013055633,2013,1,1,6,1,999,0
53751,2013055633,2013,2,1,4,1,999,0
53752,2013055634,2013,1,4,51,1,999,0
53753,2013055634,2013,2,1,2,12,999,0
53754,2013055635,2013,1,1,4,12,999,0
53755,2013055635,2013,2,20,,1,999,0
53756,2013055636,2013,1,1,4,1,999,0
53757,2013055636,2013,2,4,51,98,999,0
53758,2013055637,2013,1,1,4,12,10,0
53759,2013055637,2013,2,1,4,1,35,0
53760,2013055638,2013,1,,,,,0
53761,2013055638,2013,2,1,4,1,999,0
53762,2013055639,2013,1,4,51,15,999,0
53763,2013055639,2013,2,1,4,1,45,0
53764,2013055640,2013,1,4,41,1,999,0
53765,2013055640,2013,2,1,4,1,999,0
53766,2013055641,2013,1,13,24,1,999,0
53767,2013055641,2013,2,1,4,13,999,0
53768,2013055642,2013,1,6,15,1,999,0
53769,2013055642,2013,2,1,4,12,999,0
53770,2013055643,2013,1,1,4,1,999,0
53771,2013055643,2013,2,,,,,0
53772,2013055644,2013,1,1,4,1,999,0
53773,2013055644,2013,2,6,19,12,999,0
53774,2013055645,2013,1,1,9,99,999,0
53775,2013055645,2013,2,1,4,1,999,0
53776,2013055647,2013,1,4,51,2,999,0
53777,2013055647,2013,2,1,4,3,0,0
53778,2013055647,2013,3,1,4,3,0,0
53779,2013055648,2013,1,1,4,12,999,0
53780,2013055648,2013,2,1,15,12,999,0
53781,2013055649,2013,1,1,3,16,30,0
53782,2013055650,2013,1,1,15,99,999,0
53783,2013055650,2013,2,1,3,99,999,0
53784,2013055651,2013,1,1,4,1,999,0
53785,2013055651,2013,2,6,15,1,999,0
53786,2013055652,2013,1,1,4,1,999,0
53787,2013055652,2013,2,1,4,3,0,0
53788,2013055652,2013,3,7,12,3,0,0
53789,2013055653,2013,1,2,28,1,999,0
53790,2013055653,2013,2,1,4,13,999,0
53791,2013055830,2013,1,6,15,10,999,0
53792,2013055830,2013,2,1,4,1,999,0
53793,2013055831,2013,1,1,4,1,999,0
53794,2013055831,2013,2,1,4,3,0,0
53795,2013055832,2013,1,7,12,1,999,0
53796,2013055832,2013,2,1,15,1,999,0
53797,2013055832,2013,3,1,4,1,999,0
53798,2013055833,2013,1,4,15,1,25,0
53799,2013055833,2013,2,1,4,12,999,0
53800,2013055833,2013,3,1,4,6,0,0
53801,2013055834,2013,1,6,15,1,999,0
53802,2013055834,2013,2,4,15,1,999,0
53803,2013055835,2013,1,1,4,1,10,0
53804,2013055835,2013,2,1,4,1,10,0
53805,2013055836,2013,1,1,4,1,999,0
53806,2013055836,2013,2,6,15,6,0,0
53807,2013055836,2013,3,5,79,6,0,0
53808,2013055836,2013,4,1,4,6,0,0
53809,2013055837,2013,1,1,4,1,999,1
53810,2013055837,2013,2,6,15,6,0,1
53811,2013055838,2013,1,6,15,1,45,0
53812,2013055839,2013,1,7,41,1,999,0
53813,2013055839,2013,2,1,12,1,25,0
53814,2013055839,2013,3,1,4,6,0,0
53815,2013055839,2013,4,6,15,6,0,0
53816,2013055839,2013,5,1,1,1,20,0
53817,2013055841,2013,1,7,41,1,25,0
53818,2013055841,2013,2,20,,1,999,0
53819,2013055842,2013,1,4,51,1,999,0
53820,2013055842,2013,2,,,,,0
53821,2013055843,2013,1,1,3,1,999,0
53822,2013055844,2013,1,1,4,16,999,0
53823,2013055844,2013,2,4,41,17,999,0
53824,2013055845,2013,1,4,41,1,999,0
53825,2013055845,2013,2,1,4,3,0,0
53826,2013055845,2013,3,1,15,3,0,0
53827,2013055846,2013,1,1,4,1,999,0
53828,2013055846,2013,2,1,5,1,999,0
53829,2013055846,2013,3,1,4,1,999,0
53830,2013055847,2013,1,1,4,1,999,0
53831,2013055847,2013,2,1,4,1,999,0
53832,2013055848,2013,1,6,15,1,999,0
53833,2013055848,2013,2,7,5,1,999,0
53834,2013055849,2013,1,6,15,10,15,0
53835,2013055849,2013,2,,,,,0
53836,2013055850,2013,1,1,4,1,999,0
53837,2013055850,2013,2,1,4,1,999,0
53838,2013055851,2013,1,4,51,1,999,0
53839,2013055851,2013,2,1,4,1,999,0
53840,2013055852,2013,1,1,4,1,999,0
53841,2013055852,2013,2,,,,,0
53842,2013055853,2013,1,1,9,1,999,0
53843,2013055853,2013,2,1,6,12,25,0
53844,2013055854,2013,1,1,4,1,15,0
53845,2013055854,2013,2,1,15,1,15,0
53846,2013055855,2013,1,1,4,1,999,0
53847,2013055856,2013,1,6,15,1,20,0
53848,2013055856,2013,2,,,,,0
53849,2013055857,2013,1,1,4,1,999,0
53850,2013055857,2013,2,1,3,1,999,0
53851,2013055858,2013,1,1,4,1,999,0
53852,2013055858,2013,2,1,4,6,0,0
53853,2013055859,2013,1,1,4,1,999,0
53854,2013055859,2013,2,1,4,1,999,0
53855,2013055859,2013,3,6,15,6,0,0
53856,2013055860,2013,1,7,41,1,999,0
53857,2013055861,2013,1,1,4,1,25,0
53858,2013055861,2013,2,1,4,6,0,0
53859,2013055861,2013,3,1,4,6,0,0
53860,2013055862,2013,1,4,51,12,999,0
53861,2013055862,2013,2,,,,,0
53862,2013055863,2013,1,1,4,1,999,0
53863,2013055863,2013,2,4,51,3,0,0
53864,2013055864,2013,1,6,15,12,25,0
53865,2013055864,2013,2,1,2,1,25,0
53866,2013055864,2013,3,1,4,1,25,0
53867,2013055865,2013,1,1,3,12,999,1
53868,2013055865,2013,2,1,9,6,0,1
53869,2013055865,2013,3,1,4,6,0,1
53870,2013055867,2013,1,6,15,1,999,0
53871,2013055867,2013,2,,,,,0
53872,2013055868,2013,1,6,15,1,999,0
53873,2013055868,2013,2,1,4,6,0,0
53874,2013055868,2013,3,1,4,6,0,0
53875,2013055869,2013,1,7,12,12,999,0
53876,2013055869,2013,2,1,15,1,20,0
53877,2013055870,2013,1,5,51,14,999,0
53878,2013055870,2013,2,1,4,6,0,0
53879,2013055871,2013,1,1,4,98,999,0
53880,2013055871,2013,2,,,,,0
53881,2013055872,2013,1,6,15,1,999,0
53882,2013055872,2013,2,1,4,1,999,0
53883,2013055873,2013,1,6,15,1,999,0
53884,2013055873,2013,2,,,,,0
53885,2013055874,2013,1,6,15,12,999,0
53886,2013055874,2013,2,1,5,1,999,0
53887,2013055875,2013,1,1,4,99,999,0
53888,2013055875,2013,2,1,2,1,999,0
53889,2013055876,2013,1,1,4,3,0,0
53890,2013055876,2013,2,,,,,0
53891,2013055877,2013,1,1,4,1,999,0
53892,2013055877,2013,2,1,4,12,999,0
53893,2013055878,2013,1,5,79,12,999,0
53894,2013055878,2013,2,,,,,0
