OBJECTID,CRN,CRASH_YEAR,LANE_COUNT,SPEED_LIMIT,ACCESS_CTRL,RDWY_ORIENT
5747,2011056875,2011,2,30,3,U
5748,2011056875,2011,2,25,,U
5749,2011056876,2011,2,30,3,E
5750,2011056876,2011,2,,,N
5751,2011056877,2011,1,25,,N
5752,2011056878,2011,99,,,N
5753,2011056879,2011,4,35,,N
5754,2011056880,2011,1,25,,N
5755,2011056881,2011,2,30,3,N
5756,2011056881,2011,2,30,3,S
5757,2011056881,2011,2,,,W
5758,2011056882,2011,2,30,3,W
5759,2011056882,2011,99,,,S
5760,2011056883,2011,2,,,N
5761,2011056883,2011,2,,,W
5762,2011056884,2011,3,35,,S
5763,2011056885,2011,2,35,3,N
5764,2011056887,2011,2,25,3,E
5765,2011056887,2011,1,25,,S
5766,2011056888,2011,2,25,3,N
5767,2011056889,2011,1,25,,E
5768,2011056889,2011,1,25,,S
5769,2011056890,2011,2,25,,N
5770,2011056892,2011,2,25,,N
5771,2011056893,2011,1,,,W
5772,2011056893,2011,1,25,,S
5773,2011056894,2011,2,30,3,W
5774,2011056895,2011,2,25,,W
5775,2011056896,2011,3,45,,S
5776,2011056897,2011,3,45,3,S
5777,2011056898,2011,2,25,,S
5778,2011056898,2011,2,25,,W
5779,2011056899,2011,3,40,3,N
5780,2011056900,2011,3,45,3,S
5781,2011056901,2011,3,40,3,N
5782,2011056901,2011,3,40,3,N
5783,2011056901,2011,3,30,3,E
5784,2011056901,2011,2,30,3,W
5785,2011056902,2011,3,45,3,N
5786,2011056902,2011,2,35,3,E
5787,2011056902,2011,2,25,3,E
5788,2011056903,2011,3,45,3,N
5789,2011056903,2011,2,,,E
5790,2011056903,2011,2,,,E
5791,2011056904,2011,1,,,S
5792,2011056904,2011,1,,,E
5793,2011056905,2011,2,25,3,B
5794,2011056906,2011,2,25,3,W
5795,2011056906,2011,1,25,,S
5796,2011056907,2011,1,,,N
5797,2011056907,2011,2,,,E
5798,2011056908,2011,2,35,3,N
5799,2011056909,2011,99,,,W
5800,2011056909,2011,99,,,N
5801,2011056910,2011,2,30,3,N
5802,2011056911,2011,2,30,3,N
5803,2011056911,2011,2,,,E
5804,2011056912,2011,2,,,E
5805,2011056913,2011,2,,,N
5806,2011056914,2011,2,25,3,E
5807,2011056914,2011,2,,,N
5808,2011056915,2011,2,30,3,N
5809,2011056915,2011,2,25,,E
5810,2011056916,2011,3,40,3,S
5811,2011056916,2011,2,,,E
5812,2011056917,2011,2,35,,E
5813,2011056917,2011,2,35,,S
5814,2011056918,2011,2,25,,S
5815,2011056918,2011,2,25,,E
5816,2011056919,2011,2,25,3,E
5817,2011056919,2011,2,25,3,W
5818,2011056919,2011,2,25,,S
5819,2011056920,2011,2,,,S
5820,2011056920,2011,2,25,,W
5821,2011056921,2011,3,55,2,W
5822,2011056922,2011,2,35,3,N
5823,2011056923,2011,2,35,3,N
5824,2011056924,2011,2,35,3,N
5825,2011056924,2011,2,35,3,S
5826,2011056924,2011,2,,,W
5827,2011056924,2011,4,35,,S
5828,2011056925,2011,2,,,W
5829,2011056926,2011,2,,,S
5830,2011056927,2011,2,35,3,N
5831,2011056927,2011,2,35,3,S
5832,2011056927,2011,2,35,3,N
5833,2011056929,2011,2,35,3,N
5834,2011056930,2011,99,,,W
5835,2011056930,2011,2,25,,N
5836,2011056931,2011,1,25,,E
5837,2011056931,2011,1,25,,N
5838,2011056932,2011,2,35,3,N
5839,2011056932,2011,2,35,3,S
5840,2011056932,2011,1,25,,E
5841,2011056933,2011,2,35,3,S
5842,2011056933,2011,2,,,E
5843,2011056934,2011,3,35,3,N
5844,2011056934,2011,99,,,E
5845,2011056935,2011,2,35,3,N
5846,2011056935,2011,2,35,3,S
5847,2011056935,2011,2,,,E
5848,2011056936,2011,2,35,3,W
5849,2011056937,2011,2,25,,N
5850,2011056938,2011,2,35,,S
5851,2011056941,2011,2,30,3,N
5852,2011056941,2011,2,,,N
5853,2011056942,2011,2,,,S
5854,2011056942,2011,2,,,E
5855,2011056943,2011,1,,,N
5856,2011056944,2011,2,30,3,E
5857,2011056944,2011,2,30,3,W
5858,2011056944,2011,1,,,N
5859,2011056945,2011,99,,,W
5860,2011056945,2011,2,25,,N
5861,2011056946,2011,1,,,N
5862,2011056948,2011,1,25,,W
5863,2011056949,2011,2,30,3,W
5864,2011056950,2011,1,,,N
5865,2011056951,2011,4,30,3,S
5866,2011056952,2011,2,25,,N
5867,2011056952,2011,2,25,,W
5868,2011056953,2011,1,,,E
5869,2011056954,2011,1,,,S
5870,2011056955,2011,2,25,3,N
5871,2011056955,2011,1,25,,W
5872,2011056956,2011,3,35,3,W
5873,2011056956,2011,2,,,N
5874,2011056957,2011,2,25,,S
5875,2011056957,2011,2,25,,W
5876,2011056958,2011,1,,,N
5877,2011056959,2011,3,35,3,E
5878,2011056959,2011,2,25,,S
5879,2011056960,2011,2,35,,E
5880,2011056960,2011,2,35,,N
5881,2011056961,2011,2,,3,W
5882,2011056962,2011,1,25,3,E
5883,2011056962,2011,1,25,,S
5884,2011056963,2011,2,25,3,B
5885,2011056963,2011,1,,,W
5886,2011056963,2011,2,,,N
5887,2011056963,2011,2,,,E
5888,2011056964,2011,1,,,S
5889,2011056965,2011,2,25,3,N
5890,2011056965,2011,1,,,N
5891,2011056966,2011,2,30,3,N
5892,2011056967,2011,1,,,W
5893,2011056968,2011,2,30,3,N
5894,2011056969,2011,1,,,W
5895,2011056969,2011,2,35,,S
5896,2011056970,2011,3,25,3,S
5897,2011056971,2011,2,25,3,N
5898,2011056971,2011,2,25,,E
5899,2011056972,2011,2,55,1,W
5900,2011056973,2011,1,,,W
5901,2011056973,2011,2,,,S
5902,2011056974,2011,2,25,,S
5903,2011056974,2011,2,25,,W
5904,2011056975,2011,2,35,3,W
5905,2011056975,2011,2,,,S
5906,2011056976,2011,2,,,E
5907,2011056976,2011,2,,,S
5908,2011056977,2011,2,,,N
5909,2011056978,2011,2,25,3,E
5910,2011056978,2011,2,25,3,W
5911,2011056978,2011,2,30,,S
5912,2011056979,2011,2,,,E
5913,2011056979,2011,2,,,N
5914,2011056980,2011,1,25,3,E
5915,2011056980,2011,2,25,,N
5916,2011056981,2011,2,30,3,E
5917,2011056981,2011,2,30,3,W
5918,2011056981,2011,2,,,N
5919,2011056982,2011,1,25,,N
5920,2011056982,2011,1,25,,E
5921,2011056983,2011,2,35,3,N
5922,2011056983,2011,2,25,,W
5923,2011056984,2011,2,30,3,E
5924,2011056984,2011,2,25,,W
5925,2011056985,2011,2,25,3,B
5926,2011056985,2011,2,35,,S
5927,2011056985,2011,2,35,,E
5928,2011056986,2011,4,25,3,S
5929,2011056987,2011,2,25,,N
5930,2011056988,2011,2,35,3,N
5931,2011056988,2011,2,35,3,S
5932,2011056988,2011,1,,,W
5933,2011056989,2011,4,25,3,E
5934,2011056990,2011,2,35,3,S
5935,2011056991,2011,1,25,,U
5936,2011056991,2011,1,25,,W
5937,2011056992,2011,1,,,E
5938,2011056992,2011,2,,,S
5939,2011056993,2011,2,30,3,E
5940,2011056993,2011,2,30,3,W
5941,2011056993,2011,2,,,N
5942,2011056994,2011,2,35,,E
5943,2011056994,2011,2,35,,N
5944,2011056995,2011,4,25,3,N
5945,2011056995,2011,1,25,,W
5946,2011056996,2011,2,,,S
5947,2011056996,2011,2,,,W
5948,2011056997,2011,4,25,3,U
5949,2011056997,2011,99,,,U
5950,2011056998,2011,2,25,,W
5951,2011056998,2011,2,25,,S
5952,2011056999,2011,4,35,3,B
5953,2011056999,2011,2,,,N
5954,2011056999,2011,2,,,W
5955,2011057000,2011,2,35,3,N
5956,2011057001,2011,1,25,,W
5957,2011057001,2011,1,25,,N
5958,2011057002,2011,2,50,1,N
5959,2011057003,2011,2,35,,N
5960,2011057004,2011,2,25,,U
5961,2011057005,2011,3,35,3,E
5962,2011057005,2011,3,35,3,E
5963,2011057005,2011,2,35,,S
5964,2011057006,2011,2,35,,N
5965,2011057006,2011,2,35,,W
5966,2011057007,2011,2,25,3,N
5967,2011057007,2011,2,,,W
5968,2011057008,2011,1,25,,W
5969,2011057008,2011,2,25,,S
5970,2011057009,2011,2,25,3,S
5971,2011057010,2011,2,20,,W
5972,2011057010,2011,2,25,,N
5973,2011057011,2011,2,25,,W
5974,2011057012,2011,2,25,,E
5975,2011057012,2011,2,25,,N
5976,2011057013,2011,2,30,3,U
5977,2011057013,2011,2,25,,U
5978,2011057015,2011,2,25,,N
5979,2011057015,2011,1,25,,W
5980,2011057016,2011,2,35,,E
5981,2011057017,2011,2,25,3,N
5982,2011057017,2011,99,,,W
5983,2011057019,2011,2,25,3,N
5984,2011057020,2011,2,25,,E
5985,2011057020,2011,2,25,,N
5986,2011057021,2011,2,25,3,N
5987,2011057021,2011,2,,,S
5988,2011057022,2011,2,25,3,E
5989,2011057023,2011,2,35,,U
5990,2011057023,2011,2,35,,N
5991,2011057024,2011,1,25,,N
5992,2011057025,2011,2,30,3,N
5993,2011057027,2011,3,40,3,N
5994,2011057027,2011,3,30,3,N
5995,2011057027,2011,2,30,3,S
5996,2011057028,2011,3,40,3,S
5997,2011057029,2011,1,25,3,N
5998,2011057029,2011,1,25,3,S
5999,2011057029,2011,99,,,W
6000,2011057030,2011,3,35,3,W
2001,2011031314,2011,2,,,E
2002,2011031315,2011,1,25,,W
2003,2011031315,2011,2,25,,S
2004,2011031316,2011,2,,,N
2005,2011031317,2011,2,30,3,E
2006,2011031319,2011,2,30,3,E
2007,2011031319,2011,2,30,3,W
2008,2011031319,2011,2,,,S
2009,2011031321,2011,2,25,3,E
2010,2011031322,2011,2,30,3,E
2011,2011031323,2011,2,25,,E
2012,2011031323,2011,1,25,,S
2013,2011031324,2011,2,25,,E
2014,2011031324,2011,2,35,,S
2015,2011031325,2011,1,35,3,N
2016,2011031327,2011,1,,,E
2017,2011031328,2011,2,30,3,E
2018,2011031328,2011,1,,,S
2019,2011031328,2011,2,,,S
2020,2011031329,2011,1,,,E
2021,2011031329,2011,1,,,N
2022,2011031330,2011,1,25,,W
2023,2011031330,2011,1,25,,N
2024,2011031331,2011,1,25,,W
2025,2011031331,2011,1,25,,S
2026,2011031332,2011,1,,,S
2027,2011031332,2011,2,35,,E
2028,2011031333,2011,1,25,,S
2029,2011031334,2011,2,25,3,N
2030,2011031334,2011,2,30,,S
2031,2011031335,2011,2,25,3,N
2032,2011031335,2011,2,25,3,S
2033,2011031335,2011,2,25,,E
2034,2011031336,2011,2,35,,N
2035,2011031336,2011,2,35,,W
2036,2011031337,2011,2,30,3,N
2037,2011031337,2011,2,30,3,S
2038,2011031337,2011,2,,,E
2039,2011031338,2011,2,30,3,W
2040,2011031339,2011,3,45,3,N
2041,2011031339,2011,2,30,3,E
2042,2011031339,2011,3,25,3,W
2043,2011031340,2011,3,45,3,S
2044,2011031340,2011,2,35,3,E
2045,2011031341,2011,3,40,3,N
2046,2011031342,2011,2,30,3,E
2047,2011031342,2011,2,30,3,W
2048,2011031342,2011,2,25,,N
2049,2011031343,2011,2,,,N
2050,2011031344,2011,2,,,N
2051,2011031344,2011,1,25,,W
2052,2011031345,2011,1,,,E
2053,2011031345,2011,1,25,,N
2054,2011031346,2011,1,,,S
2055,2011031347,2011,2,35,,N
2056,2011031348,2011,2,35,3,E
2057,2011031349,2011,2,,,E
2058,2011031350,2011,3,25,3,N
2059,2011031350,2011,2,25,3,S
2060,2011031350,2011,1,,,W
2061,2011031351,2011,2,,,E
2062,2011031352,2011,2,25,,W
2063,2011031353,2011,3,45,3,S
2064,2011031354,2011,2,35,3,S
2065,2011031355,2011,2,,,N
2066,2011031355,2011,2,,,W
2067,2011031357,2011,3,25,3,N
2068,2011031358,2011,2,,,E
2069,2011031358,2011,2,,,S
2070,2011031359,2011,2,,,E
2071,2011031360,2011,2,35,,N
2072,2011031360,2011,2,35,,W
2073,2011031361,2011,2,,,E
2074,2011031361,2011,2,,,N
2075,2011031362,2011,4,35,3,N
2076,2011031363,2011,2,,,N
2077,2011031363,2011,2,25,,W
2078,2011031364,2011,2,35,,N
2079,2011031366,2011,2,,3,S
2080,2011031367,2011,2,30,3,W
2081,2011031368,2011,2,,,S
2082,2011031369,2011,2,30,3,E
2083,2011031369,2011,2,30,3,W
2084,2011031369,2011,2,35,,N
2085,2011031369,2011,2,35,,N
2086,2011031369,2011,2,35,,E
2087,2011031370,2011,11,25,,E
2088,2011031371,2011,1,,,W
2089,2011031372,2011,2,25,3,E
2090,2011031373,2011,3,45,3,S
2091,2011031374,2011,3,45,3,S
2092,2011031374,2011,2,,,E
2093,2011031375,2011,3,50,1,S
2094,2011031376,2011,3,40,3,N
2095,2011031376,2011,12,40,,N
2096,2011031376,2011,2,25,,E
2097,2011031377,2011,3,40,3,S
2098,2011031378,2011,1,,,N
2099,2011031379,2011,2,40,3,N
2100,2011031380,2011,2,,,N
2101,2011031380,2011,2,,,E
2102,2011031381,2011,2,35,3,N
2103,2011031382,2011,2,30,3,N
2104,2011031382,2011,2,30,3,S
2105,2011031382,2011,2,,,W
2106,2011031383,2011,2,30,3,W
2107,2011031383,2011,2,25,,S
2108,2011031384,2011,2,25,,E
2109,2011031385,2011,1,25,,S
2110,2011031385,2011,2,35,,E
2111,2011031386,2011,2,,,S
2112,2011031387,2011,2,25,3,W
2113,2011031388,2011,2,25,3,E
2114,2011031389,2011,2,25,3,E
2115,2011031389,2011,2,25,3,W
2116,2011031389,2011,2,25,,S
2117,2011031390,2011,3,35,3,E
2118,2011031390,2011,2,35,3,W
2119,2011031390,2011,2,,,S
2120,2011031392,2011,1,,,E
2121,2011031392,2011,1,35,,N
2122,2011031394,2011,2,,,W
2123,2011031394,2011,1,,,S
2124,2011031395,2011,2,35,3,N
2125,2011031396,2011,1,25,,S
2126,2011031397,2011,2,25,3,N
2127,2011031398,2011,2,,,N
2128,2011031399,2011,3,35,3,B
2129,2011031399,2011,2,,,N
2130,2011031400,2011,2,30,3,N
2131,2011031400,2011,2,30,3,S
2132,2011031400,2011,3,35,,N
2133,2011031400,2011,2,25,,W
2134,2011031401,2011,2,30,3,E
2135,2011031401,2011,2,30,3,W
2136,2011031401,2011,1,25,,N
2137,2011031402,2011,1,,,S
2138,2011031402,2011,1,25,,E
2139,2011031403,2011,2,30,3,W
2140,2011031403,2011,2,25,,S
2141,2011031404,2011,2,,,N
2142,2011031404,2011,2,35,,W
2143,2011031405,2011,1,,,E
2144,2011031405,2011,1,,,S
2145,2011031406,2011,1,25,,S
2146,2011031407,2011,2,,,N
2147,2011031408,2011,2,25,,S
2148,2011031409,2011,2,30,3,E
2149,2011031409,2011,2,30,3,W
2150,2011031409,2011,1,,,S
2151,2011031412,2011,2,,,N
2152,2011031413,2011,2,25,3,N
2153,2011031413,2011,2,,3,N
2154,2011031414,2011,1,25,3,E
2155,2011031414,2011,2,35,3,W
2156,2011031414,2011,2,30,,W
2157,2011031415,2011,2,30,3,E
2158,2011031415,2011,2,,,S
2159,2011031416,2011,2,30,3,E
2160,2011031417,2011,3,35,3,E
2161,2011031417,2011,2,35,3,W
2162,2011031417,2011,1,,,W
2163,2011031418,2011,3,35,3,E
2164,2011031418,2011,2,,,N
2165,2011031419,2011,2,25,,S
2166,2011031420,2011,2,35,,S
2167,2011031421,2011,3,40,3,N
2168,2011031422,2011,3,45,3,S
2169,2011031422,2011,2,30,,E
2170,2011031423,2011,2,40,3,S
2171,2011031424,2011,1,,,S
2172,2011031425,2011,3,35,3,W
2173,2011031425,2011,2,25,,S
2174,2011031426,2011,2,35,,N
2175,2011031426,2011,2,35,,S
2176,2011031427,2011,1,25,,E
2177,2011031428,2011,3,40,3,S
2178,2011031429,2011,2,,,E
2179,2011031430,2011,4,35,,N
2180,2011031430,2011,4,35,,E
2181,2011031431,2011,2,35,3,N
2182,2011031432,2011,1,,,N
2183,2011031432,2011,2,25,,E
2184,2011031433,2011,1,25,,N
2185,2011031433,2011,1,25,,E
2186,2011031434,2011,1,,,W
2187,2011031435,2011,1,35,3,E
2188,2011031435,2011,2,35,3,W
2189,2011031435,2011,1,25,3,E
2190,2011031435,2011,1,25,3,W
2191,2011031435,2011,4,35,3,N
2192,2011031435,2011,2,35,3,S
2193,2011031436,2011,2,35,3,N
2194,2011031436,2011,2,35,3,S
2195,2011031436,2011,2,,,E
2196,2011031440,2011,2,,,N
2197,2011031441,2011,3,25,3,E
2198,2011031441,2011,3,,,N
2199,2011031443,2011,2,30,3,E
2200,2011031443,2011,2,30,3,W
2201,2011031443,2011,2,,,N
2202,2011031444,2011,2,30,3,E
2203,2011031444,2011,2,30,3,W
2204,2011031444,2011,2,,,S
2205,2011031445,2011,1,,,S
2206,2011031445,2011,1,,,W
2207,2011031446,2011,1,,,N
2208,2011031446,2011,2,,,E
2209,2011031447,2011,2,25,3,E
2210,2011031447,2011,2,25,3,W
2211,2011031447,2011,2,25,,N
2212,2011031448,2011,2,35,3,S
2213,2011031448,2011,3,,,S
2214,2011031448,2011,3,,,W
2215,2011031449,2011,2,25,3,B
2216,2011031449,2011,2,35,,E
2217,2011031450,2011,2,30,3,S
2218,2011031451,2011,2,45,3,N
2219,2011031451,2011,2,25,,E
2220,2011031452,2011,2,25,3,S
2221,2011031452,2011,2,25,,E
2222,2011031453,2011,1,,,N
2223,2011031453,2011,1,,,W
2224,2011031454,2011,4,35,,W
2225,2011031455,2011,2,30,3,N
2226,2011031455,2011,2,25,3,S
2227,2011031455,2011,2,25,,W
2228,2011031456,2011,3,35,3,E
2229,2011031456,2011,2,25,,N
2230,2011031458,2011,2,35,3,N
2231,2011031458,2011,2,35,3,N
2232,2011031458,2011,1,,,E
2233,2011031459,2011,2,30,3,W
2234,2011031459,2011,1,25,,N
2235,2011031460,2011,1,,,W
2236,2011031460,2011,2,,,N
2237,2011031461,2011,2,25,,E
2238,2011031462,2011,2,30,3,N
2239,2011031462,2011,2,30,3,S
2240,2011031462,2011,2,,,W
2241,2011031463,2011,4,30,3,N
2242,2011031463,2011,4,30,3,S
2243,2011031463,2011,3,25,3,E
2244,2011031463,2011,1,,1,E
2245,2011031464,2011,3,30,3,E
2246,2011031465,2011,2,35,3,E
2247,2011031576,2011,3,50,1,W
2248,2011031577,2011,3,30,3,S
2249,2011031579,2011,4,50,1,W
2250,2011031580,2011,1,25,1,E
2251,2011031591,2011,1,,,N
2252,2011031591,2011,1,,,S
2253,2011031594,2011,1,25,3,W
2254,2011031594,2011,1,,1,E
2255,2011031595,2011,2,,,E
2256,2011031595,2011,4,,,N
2257,2011031596,2011,2,25,3,N
2258,2011031598,2011,1,35,,N
2259,2011031598,2011,2,35,,N
2260,2011031606,2011,2,25,,E
2261,2011031606,2011,2,25,,N
2262,2011031607,2011,3,40,3,N
2263,2011031608,2011,2,25,,N
2264,2011031609,2011,2,25,3,S
2265,2011031609,2011,2,,,W
2266,2011031610,2011,2,25,3,W
2267,2011031611,2011,2,35,3,E
2268,2011031611,2011,2,25,,E
2269,2011031611,2011,2,25,,E
2270,2011031612,2011,2,,,N
2271,2011031612,2011,2,,,E
2272,2011031613,2011,3,45,3,N
2273,2011031613,2011,2,,,N
2274,2011031614,2011,3,45,3,S
2275,2011031615,2011,3,40,3,S
2276,2011031615,2011,2,30,3,E
2277,2011031615,2011,2,30,3,W
2278,2011031616,2011,2,,,S
2279,2011031616,2011,2,,,W
2280,2011031618,2011,2,25,,E
2281,2011031619,2011,2,,,N
2282,2011031620,2011,2,35,,E
2283,2011031620,2011,2,35,,N
2284,2011031621,2011,2,25,,S
2285,2011031622,2011,2,25,,N
2286,2011031622,2011,2,25,,W
2287,2011031624,2011,3,40,3,N
2288,2011031624,2011,3,40,3,N
2289,2011031624,2011,3,30,3,E
2290,2011031624,2011,2,30,3,W
2291,2011031624,2011,2,40,3,S
2292,2011031624,2011,2,,3,U
2293,2011031626,2011,3,,1,N
2294,2011031627,2011,3,35,3,E
2295,2011031627,2011,2,25,,N
2296,2011031628,2011,2,30,3,N
2297,2011031628,2011,2,30,3,S
2298,2011031628,2011,2,45,3,E
2299,2011031629,2011,2,30,3,N
2300,2011031629,2011,2,30,3,S
2301,2011031629,2011,2,30,,W
2302,2011031630,2011,2,35,3,E
2303,2011031708,2011,3,50,1,E
2304,2011031851,2011,5,55,1,N
2305,2011032106,2011,4,55,1,S
2306,2011032107,2011,2,50,1,E
2307,2011032107,2011,3,55,1,E
2308,2011032108,2011,3,50,1,W
2309,2011032109,2011,2,55,1,W
2310,2011032110,2011,3,55,1,S
2311,2011032111,2011,3,50,1,W
2312,2011032112,2011,4,50,1,E
2313,2011032115,2011,4,55,1,N
2314,2011032183,2011,3,45,,W
2315,2011032239,2011,4,55,1,N
2316,2011032241,2011,3,55,1,N
2317,2011032242,2011,4,55,1,N
2318,2011032243,2011,3,55,1,N
2319,2011032244,2011,4,55,1,N
2320,2011032244,2011,1,,1,N
2321,2011032346,2011,4,50,1,W
2322,2011032347,2011,2,50,1,W
2323,2011032348,2011,4,55,1,N
2324,2011032403,2011,15,45,,W
2325,2011032548,2011,2,50,1,W
2326,2011032550,2011,3,55,1,S
2327,2011032657,2011,3,50,1,E
2328,2011032657,2011,2,,1,S
2329,2011032753,2011,3,45,3,N
2330,2011032753,2011,2,45,,E
2331,2011032792,2011,3,45,,E
2332,2011032792,2011,1,25,,E
2333,2011032873,2011,3,55,1,S
2334,2011032875,2011,1,45,1,E
2335,2011033005,2011,4,50,1,W
2336,2011033386,2011,4,55,1,E
2337,2011033416,2011,2,35,3,W
2338,2011033417,2011,1,,,S
2339,2011033418,2011,3,35,3,E
2340,2011033418,2011,2,35,3,W
2341,2011033418,2011,2,,,S
2342,2011033419,2011,2,30,3,E
2343,2011033419,2011,2,,,S
2344,2011033420,2011,2,35,3,N
2345,2011033420,2011,2,35,3,S
2346,2011033420,2011,2,35,,W
2347,2011033421,2011,2,35,3,S
2348,2011033422,2011,3,30,3,N
2349,2011033422,2011,3,30,3,S
2350,2011033422,2011,2,,,E
2351,2011033423,2011,2,,,N
2352,2011033423,2011,2,,,E
2353,2011033423,2011,2,,,N
2354,2011033427,2011,3,45,3,N
2355,2011033428,2011,2,30,3,N
2356,2011033428,2011,2,30,3,S
2357,2011033428,2011,2,35,,E
2358,2011033430,2011,1,,,S
2359,2011033430,2011,2,,,W
2360,2011033431,2011,2,30,3,W
2361,2011033431,2011,2,35,3,W
2362,2011033435,2011,1,25,,W
2363,2011033435,2011,2,25,,S
2364,2011033436,2011,2,,,S
2365,2011033445,2011,2,,,E
2366,2011033445,2011,2,,,N
2367,2011033446,2011,2,30,3,E
2368,2011033446,2011,2,30,3,W
2369,2011033446,2011,2,,,N
2370,2011033447,2011,2,25,3,E
2371,2011033447,2011,2,30,,N
2372,2011033448,2011,2,,,N
2373,2011033448,2011,2,,,E
2374,2011033451,2011,4,30,3,N
2375,2011033451,2011,4,30,3,S
2376,2011033451,2011,2,,,W
2377,2011033456,2011,2,30,3,E
2378,2011033457,2011,2,30,3,S
2379,2011033457,2011,2,25,3,W
2380,2011033460,2011,2,25,3,E
2381,2011033460,2011,1,25,,S
2382,2011033461,2011,1,,,W
2383,2011033462,2011,2,35,,S
2384,2011033462,2011,2,35,,E
2385,2011033463,2011,4,35,3,N
2386,2011033464,2011,2,,,N
2387,2011033464,2011,4,25,,E
2388,2011033465,2011,1,,,W
2389,2011033466,2011,2,,,S
2390,2011033467,2011,2,25,3,N
2391,2011033467,2011,2,,,W
2392,2011033468,2011,2,,,S
2393,2011033470,2011,2,25,3,E
2394,2011033470,2011,1,,,N
2395,2011033471,2011,2,,,E
2396,2011033471,2011,2,,,N
2397,2011033472,2011,4,25,3,S
2398,2011033472,2011,4,25,3,N
2399,2011033472,2011,1,,,E
2400,2011033474,2011,2,35,3,N
2401,2011033475,2011,2,,,N
2402,2011033476,2011,2,25,,S
2403,2011033477,2011,2,,,W
2404,2011033478,2011,2,35,3,S
2405,2011033479,2011,2,,,N
2406,2011033479,2011,2,,,E
2407,2011033480,2011,2,,,N
2408,2011033481,2011,2,25,3,N
2409,2011033481,2011,2,25,,E
2410,2011033482,2011,2,25,,W
2411,2011033482,2011,2,25,,N
2412,2011033483,2011,2,,,S
2413,2011033483,2011,2,,,E
2414,2011033484,2011,2,35,3,S
2415,2011033485,2011,2,,,S
2416,2011033485,2011,2,,,W
2417,2011033486,2011,3,35,3,N
2418,2011033486,2011,2,35,,W
2419,2011033487,2011,1,,,W
2420,2011033488,2011,2,35,3,N
2421,2011033488,2011,2,35,3,S
2422,2011033488,2011,2,,,E
2423,2011033489,2011,2,35,3,N
2424,2011033490,2011,2,30,3,E
2425,2011033490,2011,2,30,3,W
2426,2011033490,2011,1,25,,S
2427,2011033491,2011,2,25,,N
2428,2011033492,2011,2,25,,S
2429,2011033492,2011,2,25,,W
2430,2011033493,2011,2,35,3,E
2431,2011033494,2011,2,30,3,E
2432,2011033494,2011,2,30,3,W
2433,2011033494,2011,1,,,N
2434,2011033495,2011,3,25,3,N
2435,2011033495,2011,3,25,3,S
2436,2011033495,2011,1,25,,W
2437,2011033496,2011,1,20,,W
2438,2011033496,2011,1,20,,N
2439,2011033497,2011,2,30,3,W
2440,2011033498,2011,2,35,3,W
2441,2011033499,2011,3,45,3,S
2442,2011033499,2011,2,,,E
2443,2011033500,2011,2,30,,W
2444,2011033501,2011,3,40,3,N
2445,2011033501,2011,2,15,,E
2446,2011033502,2011,2,30,,S
2447,2011033503,2011,3,40,3,N
2448,2011033503,2011,2,,,N
2449,2011033504,2011,3,40,3,S
2450,2011033504,2011,2,30,,E
2451,2011033505,2011,2,,,W
2452,2011033505,2011,2,,,N
2453,2011033506,2011,2,25,3,N
2454,2011033506,2011,2,25,3,E
2455,2011033506,2011,2,25,3,W
2456,2011033506,2011,2,35,,S
2457,2011033507,2011,2,25,3,E
2458,2011033507,2011,2,25,3,W
2459,2011033507,2011,2,,,S
2460,2011033509,2011,1,,,E
2461,2011033510,2011,2,35,3,N
2462,2011033511,2011,2,,,N
2463,2011033512,2011,2,,,E
2464,2011033512,2011,2,,,N
2465,2011033513,2011,2,25,3,N
2466,2011033514,2011,2,35,,W
2467,2011033515,2011,2,,,E
2468,2011033516,2011,2,25,3,B
2469,2011033516,2011,99,,,E
2470,2011033517,2011,2,30,3,E
2471,2011033519,2011,1,,,S
2472,2011033519,2011,2,35,,W
2473,2011033520,2011,2,25,,E
2474,2011033521,2011,3,45,3,N
2475,2011033521,2011,2,35,3,E
2476,2011033521,2011,1,25,3,E
2477,2011033522,2011,3,45,3,N
2478,2011033522,2011,2,35,3,E
2479,2011033522,2011,1,25,3,E
2480,2011033523,2011,2,25,3,E
2481,2011033523,2011,1,,,S
2482,2011033524,2011,2,,,S
2483,2011033525,2011,2,,,S
2484,2011033526,2011,1,25,,N
2485,2011033527,2011,4,30,3,N
2486,2011033528,2011,1,,,N
2487,2011033529,2011,2,,,N
2488,2011033529,2011,1,,,W
2489,2011033530,2011,2,25,3,E
2490,2011033530,2011,2,,,N
2491,2011033531,2011,2,,,W
2492,2011033531,2011,2,,,N
2493,2011033532,2011,2,25,,E
2494,2011033533,2011,2,25,3,N
2495,2011033533,2011,1,25,,E
2496,2011033534,2011,2,25,3,W
2497,2011033534,2011,2,25,,N
2498,2011033535,2011,1,25,,N
2499,2011033535,2011,2,25,,N
2500,2011033536,2011,3,25,3,N
2501,2011033537,2011,3,30,3,S
2502,2011033538,2011,2,30,3,E
2503,2011033538,2011,2,30,3,W
2504,2011033538,2011,2,,,N
2505,2011033539,2011,2,30,3,N
2506,2011033539,2011,2,30,3,S
2507,2011033539,2011,1,,1,W
2508,2011033539,2011,1,,1,U
2509,2011033540,2011,2,25,,N
2510,2011033540,2011,2,25,,E
2511,2011033541,2011,2,35,3,N
2512,2011033541,2011,2,,,W
2513,2011033542,2011,2,25,,W
